name,stars,review,cooking_type,address,usd_avg,state,rating,numrev,goog_price,cuisine,bstars,cstars,pc,zip
The Piggery,0.0,"The bacon is back-as well as the ham, the shoulder, and the rest of the pig too. This Lakeview sports bar and shrine to all things porcine pays homage to its whimsical ways by way of kitschy pig paraphernalia that shares shelf and wall space with flat-screens tuned to Cubs and Sox games, naturally. The menu may be hell for vegans, but it's a pork lover's paradise: cuts from every part of the animal find their way into nearly each dish, from hearty ham-stuffed burgers to the signature bacon-wrapped jalapeño poppers. Gently charred slabs of ribs basted with the Piggery's own heady barbecue sauce are teeth-sinkingly tender. Even salads may give you the meat sweats, with pulled pork or buffalo chicken-and bacon, of course-offered as toppings.",American,"1625 W. Irving Park Rd., Chicago 60613",37.0,IL,4.0,79,1,2,0,0,37.0,60613
Central Kitchen,0.0,"A chic and sleek crowd of hip Mission foodies gathers at this trendy restaurant, nestled in a complex beside sister shop/deli Salumeria, cocktail bar Trick Dog, and coffee shop Sightglass. Wend your way to the central courtyard, with a trickling fountain and large glass doors leading into the main space, where a large open kitchen faces the simple wood tables. Select inventive dishes à la carte, or opt for a five- or six-course tasting menu. Along the way, you might taste seared tuna topped with earthy matsutake mushrooms and a silky avocado purée, or hen roulade with confit radishes and puntarelle. Their delicious desserts-maybe white chocolate with kiwi and nasturtiums or strawberries and fennel with black-garlic ice cream-are compelling.",Californian,"3000 20th St., San Francisco 94110",62.0,CA,4.5,69,3,23,0,0,62.0,94110
Back A Yard,0.0,"Though this Caribbean spot is located in the heart of downtown San Jose, dining here feels like a vacation thanks to cheerful murals, a lively soundtrack, and hospitable servers. Unlike its Menlo Park predecessor, which mainly does to-go orders, this location boasts a capacious brick dining room. Back A Yard is a Jamaican term meaning ""the way things are done back home,"" and the food doesn't disappoint on that count. Specialties include smoky, spicy, and tender jerk chicken, flavorful curry goat, and vinegar-marinated escovitch fish fillets, all accompanied by coconut rice and red beans, a side salad, and caramelized fried plantains. Cool off your palate with a glass of coconut water, then order a slice of dense, flan-like sweet potato pudding.",Caribbean,"80 N. Market St., San Jose 95113",18.5,CA,4.4,163,2,25,0,0,27.75,95113
Phnom Penh House,0.0,"Devotees in the know pray to the parking gods and push through Oakland's Chinatown crowds to get to one of the best Cambodian restaurants in the Bay Area. While the outside appears unassuming, the interior is a calm respite with colorful, native artwork and temple tiles. Expect a warm welcome from the family who runs this simple but pleasant place. The menu is full of flavorful, fragrant, and fresh dishes such as a vibrant salad of shredded green papaya, carrots, and delicious herbs tossed in a garlicky house-made vinaigrette. The spicy flavors of lemongrass permeate tofu cubes sautéed with onion, button mushrooms, and red bell pepper; and infuse the sach chhrouk ann kreun-charbroiled and glazed pork with crunchy, tangy pickled vegetables.",Cambodian,"251 8th St., Oakland 94067",18.5,CA,4.5,45,2,96,0,0,18.5,94067
Hakkasan,0.0,"An eclectic crowd of business people, cocktailing hipsters, and fashionable Chinese tourists descend on the SF outpost of this upscale international chain. Housed on the second floor of the historic One Kearny building, the dining room's luxe design features carved wood screens, embroidered white leather, and a striking, V-shaped bar-it's a scene worth dressing up for. Sample Hakkasan's mouthwatering Cantonese eats, however, and you'll see that its appeal transcends the décor. The menu's extensive array of artfully plated treats includes hits like braised chicken dressed with soy sauce, toasted sesame oil, ginger, and scallions. The French green beans, stir-fried with minced pork, dried shrimp, and an umami-packed brown sauce, are just as magical.",Chinese,"1 Kearny St., San Francisco 94108",112.5,CA,4.1,106,4,29,0,0,112.5,94108
Café Lucia,0.0,"Tucked just outside of Healdsburg's main plaza, this sibling to LaSalette shares its emphasis on authentic Portuguese ingredients, like seafood, stewed meats, tomatoes, garlic, and olive oil. Day boat scallops seared with a thin crust of chouriço sausage set over mashed Japanese sweet potatoes, and tender wood-oven roasted sea bass are among the delicious options. A serene, plant-lined interior courtyard leads to an airy dining room with a dark red horseshoe bar and prints of the owners' hometown, São Jorge, in the Azores. Settle into one of the espresso leather banquettes and be rewarded with cumin- and cinnamon-tinged dinner rolls, just like the chef's mother used to make-perfect for savoring over generous flights of Portuguese or Sonoma wine.",Portuguese,"235 Healdsburg Ave., Ste. 105, Healdsburg 95448",37.0,CA,4.1,16,2,2,0,0,37.0,95448
Campo Fina,0.0,"Just as card games inspire Scopa, this sister restaurant features a highly coveted patio for backyard bocce during the sunny months (expect a wait). The long, narrow dining room combines brick walls, Edison bulbs, and a wood-burning pizza oven, then gives way to the patio's arched twig roof for a lovely balance of sun and shade. An antipasto like roasted and chilled spicy-sweet cherry peppers stuffed with tuna salad or burrata with grilled bread are great for savoring with a Negroni or black-walnut Manhattan. Sandwiches like il nonno with house-made soppressata, rapini, fried egg, salsa verde, and Calabrian chilies make for a hearty lunch. At dinner, the Neapolitan pies take center stage, while a rich shakerato iced coffee is perfect anytime.",Italian,"330 Healdsburg Ave., Healdsburg 95448",18.5,CA,4.5,42,2,54,0,0,37.0,95448
Glen Ellen Star,0.0,"The country charm of this quaint cottage belies the level of culinary chops that will impress even a hardened city slicker. With knotty pine tables, well-worn plank floors, and a wood-burning oven, the space is delightful. A perch at the chef's counter affords a great view of the selections. Seasonal dishes can include large and plump wood-roasted asparagus with thin shards of lavash crackers and shaved radish over a tangy hen egg emulsion; or chicken cooked under a brick with creamy coconut curry and sticky rice. The daily pizzas like the tomato-cream pie with Turkish chilies are also a must. Save room for the excellent, freshly churned, house-made ice cream in flavors like vanilla maple Bourbon, salted peanut butter, and peach verbena.",Californian,"13648 Arnold Dr., Glen Ellen 95442",37.0,CA,4.4,36,3,2,0,0,37.0,95442
gather,0.0,"A chic, cozy space lets guests get up close and personal at gather. Diners seeking dinner and a show take front row seats at barstools lining the open kitchen's polished granite counter, while tall communal tables fill with patrons enjoying bites from the menu's ""gather and share"" section. A rear dining room offers more solitude and romance. Family-style Sunday dinners are a local draw, but the à la carte menu showcases flavorful options nightly. Slice into a single large uovo raviolo to mingle poached egg and ricotta with white truffle butter, jalapeño slivers, and chopped chives, or share a crock of Pernod-splashed mussels. Fragrant and garlicky, they're served with sourdough toast points for soaking up every last drop of the white wine-cream sauce.",American,"4539 N. Lincoln Ave., Chicago 60625",37.0,IL,4.6,70,2,2,0,0,37.0,60625
Vincent,0.0,"Go Dutch at Vincent, where innovative yet approachable cooking meets a tried-and-true European bistro menu boasting enough cheese to satisfy even the pickiest turophile. Adding to the romance, high-top marble tables and brocade-papered walls make for a warm, intimate ambience that's accented by tall votive candles. Got an appetite? An overflowing pot of P.E.I. mussels is a decadent meal on its own, brimming with bits of pork belly, chilies, scallions, and cilantro and accompanied by a big bowl of traditional frites with mayonnaise. Basil and lemon balsam perk up risotto with charred purple cauliflower and braised fennel. Also, you'll want to hold on to your fork for slices of lemon butter cake with Chantilly cream and blueberry compote.",Belgian,"1475 W. Balmoral Ave., Chicago 60640",37.0,IL,4.6,29,2,15,0,0,37.0,60640
Takito Kitchen,0.0,"Chicago's upscale taco circuit gets a new contender with Takito, where fresh ingredients make Latin-inspired food sing. Tequila takes pride of place in a chile-salted margarita, while skylights and mirrors make the narrow, mod-industrial space seem even brighter and larger. Sure, you can get a corn tortilla here, but sesame and hibiscus options let the kitchen get creative as evident in tacos filled with cornmeal-crusted redfish, beef barbacoa, or tamarind-chayote pequin. Shared plates like sope de carne asada blur culinary boundaries with the addition of Brunkow cheddar and green onion kimchi. It's an across-the-board mishmash of colorful flavors, but certainly a good way to go over the top. Sister spot Bar Takito also boasts a notably concise menu.",Mexican,"2013 W. Division St., Chicago 60622",37.0,IL,4.2,48,1,66,0,0,18.5,60622
Elizabeth,1.0,"Find an owl, a deer, and a diamond over an unremarkable door on this rather commercial street-these are foodie hieroglyphs for homey yet conceptual Chicago dining. The diminutive interior has only a handful of tables, all surrounding the brightly lit kitchen spectacle. The whitewashed tin ceiling and shelves stocked with everything from Dutch ovens to jars of pickles make it seem like we're all dining in Chef Iliana Regan's cottage-chic underground restaurant. You might even see her refilling your water glass; this is a humble place where dedication trumps attitude. The nightly 17-course menu is a clear treatise on local, organic, and foraged cuisine. Don't be surprised to find bear jerky showcased in the deliciously inventive ""rock course"" that is literally served on a jet-black rock, along with a sticky bite of wild puffed rice mixed with mushroom marshmallow, and topped with Wisconsin cheddar as well as a vibrant pink peppercorn. When the glazed bowl containing a perfectly cooked duck egg and shaved truffles arrives at the table, expect a bit of theatrics as the server explains that the ""twigs"" decorating the table all along are actually fried breadsticks to enjoy with the dish.",Contemporary,"4835 N. Western, Unit D, Chicago 60625",112.5,IL,4.7,27,3,2,1,1,37.0,60625
ATK,0.0,"Chef Andy Aroonrasameruang's Thai kitchen has earned numerous accolades and a devout following in its brief existence. Bring friends and settle in to the slender, spotless room arranged with ebony-finished tables and accent walls painted with hues evocative of turmeric and purple onion. Cooked-to-order creations are spicy, sour, crunchy, and aromatic-as in the snappy Isaan-style sausage sided by a mouthwatering dipping sauce. The kao soy features thin egg noodles in a rich golden-yellow curry stocked with pounded chicken, bean sprouts, raw cabbage, and pickled mustard greens-all topped by a nest of crunchy fried noodles. The duck in red curry is chili-revved, redolent of five-spice, and balanced by the sweetness of diced pineapple, grapes, and tomato.",Thai,"946 W. Wellington Ave., Chicago 60657",37.0,IL,4.4,51,1,101,0,0,18.5,60657
Milt's Barbecue for the Perplexed,0.0,"The full name of this kosher spot is Milt's Barbecue for the Perplexed, but even without pork (or dairy) on the menu, there's no sign of ""confusion"" among patrons, as the catalog of smoky barbecue and Jewish deli delights are bound to appease one and all. Additionally, 100% of their profits go to charity, so get in here and get your craving on. The room is simple, with dark wood furnishings and floors, but the kitchen is all sparkle. Tender chopped brisket on a toasted hamburger bun arrives with a trio of barbecue sauces-mustardy Carolina, smoky Memphis, and sweet Kansas City-and fries in a wire fryer basket; while pulled smoked chicken makes its way into the homemade soup. Don't expect to take your Friday night date here as Milt closes at sundown out of respect for the Sabbath.",Barbecue,"3411 N. Broadway, Chicago 60657",18.5,IL,4.3,71,2,12,0,0,37.0,60657
Rickshaw Republic,0.0,"The captivating flavors of Southeast Asian street food are matched by the creative design at this friendly, family-run Lincoln Avenue space. Color and pattern collide as parasols, puppets, and bird cages vie for attention with abstract Indonesian wood carvings. Once the food arrives, though, the spotlight shifts to the aromatic plates. Start with crisp martabak crêpes that behold a savory combination of beef, onions, and egg. Then move on to lemongrass-braised chicken thighs in a turmeric-tinged coconut curry with sweet and spicy tamarind sambal and pickled cabbage. Surprise your palate with es cendol, a mix of coconut milk and green pandan jelly in palm sugar syrup. Finally, take one of Mama Setiawan's homemade sambals home to bring color to your cooking.",Indonesian,"2312 N. Lincoln Ave., Chicago 60614",18.5,IL,4.4,50,1,51,0,0,18.5,60614
Pl-zeň,0.0,"The beckoning tentacles of an enormous octopus painted on a brownstone point the way to this quirky subterranean spot. More murals lead diners down a brick-lined alley and into the dining room, where the dim space is lightened by blonde wood bar stools and a hospitable vibe from the cool young staff. Though both chilaquiles and sesame-crusted tilapia tacos find their way on to the menu, Pl-zenˇ offers a full slate of gastropub fare that steps away from the traditional Mexican bent of the neighborhood. Raisin- and pignoli-studded boar meatballs are simmered in tomato sauce and finished with ricotta and caramelized onions. A poached egg adds richness to crispy pig ear salad with Fresno chili aïoli. Cinnamon-sugar beignets deserve a dip in luscious strawberry-pinot grigio sauce.",Gastropub,"1519 W. 18th St., Chicago 60608",37.0,IL,4.6,59,2,45,0,0,37.0,60608
Bub City,0.0,"Bub City isn't as far south as Nashville or Memphis, but the country music vibe comes through just the same at this barbecue- and booze-focused hang. Two bars flank the main stage that hosts nightly live entertainment. One bar is a shrine to over 100 varieties of whiskey, and the other to beer-easily identified by the American flag made from empty cans stacked behind its counter. Along with the extensive lineup of traditional smoked brisket, ribs, and fried chicken, a raw bar brings chilled seafood refreshment before spicy cheese-stuffed Texas Torpedoes and loaded hot link sandwiches. A bowl of Smokie's chili arrives with a kick from sliced jalapeño, but the caddy of barbecue and hot sauces on each table lets heat fiends intensify the seasoning.",Barbecue,"435 N. Clark St., Chicago 60654",37.0,IL,4.0,175,2,12,0,0,37.0,60654
The Lobby,0.0,"You can't say you weren't warned. The Peninsula people sensibly realized that honesty was best when naming this vast space which looks remarkably like...a lobby. At least the friendly staff manages to wrestle back some control, and you know your conversation won't be overheard-because there aren't any tables near you. So why the recommendation? Because the food is very good. The lunch menu doesn't really get past lobster rolls and chicken legs, but at night the kitchen's innate skill is very much in evidence. Dishes are good-looking, but also have depth and ingredients are of irreproachable quality. Flavors marry well and there are intriguing touches of originality but never at the expense of the overall balance of the dish.",Contemporary,"108 E. Superior St., Chicago 60611",62.0,IL,4.1,20,3,2,0,0,37.0,60611
bellyQ,0.0,"This end of West Randolph Street might be quiet, but it's always a party inside bellyQ. The volume and energy are high throughout the lofty, concrete-heavy space with tabletop hibachi booths and industrial metal seating. A wall-length horse-themed screen separates the restaurant from casual sister spot Urban Belly, which shares the open kitchen. As imagined by prolific Chef/owner Bill Kim, the Asian barbecue experience at BellyQ takes its form in a number of genre-melding shareable plates. A side of bibimbap-style sticky rice is crunchy and tender, tossed with glistening slices of Chinese sausage and generously sprinkled with togarashi. Chewy chunks of brownie in vanilla soft-serve are drizzled with caramel-balsamic-soy ""Seoul sauce"" for a savory twist.",Asian,"1400 W. Randolph St., Chicago 60607",37.0,IL,4.3,108,2,4,0,0,37.0,60607
Embeya,0.0,"Floor-to-ceiling windows put Embeya's industrial interior on display, letting passersby soak up its intriguing sculptural elements and Asian-inspired decor. Inside, blown-glass bouquets of light fixtures hang above communal tables, and wooden screens in intricate cutout patterns divide the lofty, airy dining room and open kitchen, where Chef Mike Sheerin and his team whip up enticing Pan-Asian fare. The affordable lunch menu features dishes like carrot salad with shaved country ham, an assertively spicy togarashi dressing, and a swipe of yuzu curd; or udon in a thickened broth with diced tofu and seasonal vegetables. Dinner entrées display more ambition, as in poached halibut with coconut, hearts of palm, and mint fumet.",Fusion,"564 W. Randolph St., Chicago 60661",37.0,IL,4.5,44,3,101,0,0,37.0,60661
Grace,3.0,"Ask a passing foodie to name one of Chicago's most elegant and sophisticated restaurants and they'll probably say Grace. This room is as handsome as it is urbane and provides a supremely comfortable environment for those spending an evening discovering the culinary wizardry of Curtis Duffy. You'll be presented with a choice between two seasonally changing menus: ""Fauna"" or, for vegetarians, ""Flora."" Opt for the wine pairings and you're done on the decision making for the night. Trying to keep track of the ingredients of each dish will nullify the benefit of the wine, so instead just marvel at the clever presentation and dig in-because taste is what this food is all about. The dishes are intricate and elaborately constructed, with herbs playing an integral part rather than merely being a garnish. Occasionally your taste buds will get a little slap, perhaps with the odd Thai or Vietnamese flavor, and the courses will fly by. This style of cooking is very labor-intensive and if you want to learn more, then take advantage of their offer of a post-prandial kitchen tour.",Contemporary,"652 W. Randolph St., Chicago 60661",112.5,IL,4.6,41,4,2,1,2,112.5,60661
Coqueta,0.0,"Local diners have a full-blown infatuation with Michael Chiarello's city-side spot, though its name is Spanish for ""flirt."" The handsome dining room is a rustic-chic and masculine display of cowhides, distressed wood, and stone, with huge windows overlooking the Embarcadero. All this makes the crowded Pier 5 restaurant a highly coveted reservation. The Spanish fare has some California lightness (order extra). Begin with oblong, crunchy fried and chicharrón-encrusted chicken croquetas filled with English pea mousse. Toasted sandwiches of smoked salmon with queso fresco and truffle honey are tasty little bites. Desserts are a slam dunk with a touch of sweet-don't miss the lush Manchego cheesecake dipped in caramel-white chocolate with caramel corn.",Spanish,"Pier 5, San Francisco 94111",37.0,CA,4.3,189,3,98,0,0,37.0,94111
Miss Ollie's,0.0,"Raised in Barbados, Chef/owner Sarah Kirnon brings a taste of the Caribbean to her novel home in Old Oakland. Named after her grandmother, Miss Ollie's features an utilitarian-chic space, enlivened by corner windows, cheerful paintings, and deep orange bottles of house-made habanero sauce. Watch out-it rings with spice and packs a punch. Callaloo, ackee, chow chow, and giromon may not be words in the average foodie's vernacular, but Chef Kirnon presents them here, as part of a pleasing roster of dishes like phulourie-crisp garam masala-tinged split-pea fritters served with shado beni or tamarind chutney-washed down with sorrel, a sweet hibiscus punch. But, it's that familiar, moist, crispy fried chicken that takes the crown, so grab it if available.",Caribbean,"901 Washington St., Oakland 94607",37.0,CA,4.7,33,2,25,0,0,27.75,94607
Sir and Star,0.0,"The dynamic duo of Chef/owners Daniel DeLong and Margaret Gradé have been missed in Marin's culinary scene since their previous restaurant, Manka's Inverness Lodge, was destroyed in a fire. Now, they're cooking again in this quaint yet quirky dining room, this time situated in the historic Olema Inn. It's a roadhouse, but a very quiet one-so don't bring your rowdy pals. Simplicity and hyper-local fare are the focus here with dishes like Tomales Bay oyster shooters with wee ribbons of kohlrabi; spring onion soup with gougères; or luscious pork tenderloin with Bolinas beets and artichokes. A medieval fireplace (in winter) or tree-shaded patio (in summer) provides a romantic setting to unplug and relax over a wine list dominated by Marin grapes.",American,"10000 Sir Francis Drake Blvd., Olema 94950",37.0,CA,4.2,16,3,23,0,0,62.0,94950
Nick's Next Door,0.0,"Though it originally opened as the sibling to Chef Difu's Nick's on Main, Nick's Next Door is now his sole restaurant-even more confusing given that it's actually across the street from his original spot. One fact is evident, though: the crowd here has ritzy tastes, often flocking in from the high-end cigar shop next door and Bentley dealership down the street. Upscale American bistro cuisine is the focus with dishes like seared pepper-crusted ahi tuna, a veal rib chop with creamy Tuscan white beans, and meatloaf with potatoes and wild mushroom gravy. Whether you dine in the cozy yet elegant dining room with its black-and-gray motif or on the beautiful patio at the foot of a towering redwood, you'll receive a warm welcome, often from Nick himself.",American,"11 College Ave., Los Gatos 95030",37.0,CA,4.7,51,3,15,0,0,37.0,95030
Tribune Tavern,0.0,"The team behind foodie-mobbed Chop Bar resurrected an Oakland landmark for their latest project: the former newsroom of the iconic Tribune building. And baby boy is quite the looker, featuring luxe leather sofas, wine barrels, and stained glass casting an elegant light onto the horseshoe-shaped bar. Corporate types pack the bar for hearty, English-inspired items like a whole rabbit cooked down and presented as a jar of spreadable delight; Shepherd's pie bubbling with ground meat and topped with parmesan-potato mash; and a strawberry trifle sundae. Happy hour brings bites such as house pickled vegetables, smoked pork belly-stuffed dates, or the Tavern burger. Cocktails are stellar, while teetotalers are kept happy with house-made sodas.",Gastropub,"401 13th St., Oakland 94607",37.0,CA,4.1,34,3,45,0,0,37.0,94607
The Pear,0.0,"The Pear is the brainchild of celebrated chef, Rodney Worth. He continues his love affair with Southern food at this Napa outpost, rife with stunning views of the promenade and river, a pristine exposed kitchen, and large dark wood tables. Speaking of amour, the Blues play in the background, further enhancing this sense of romance-look for the trumpet, violin, and saxophone, all hanging on pistachio-hued walls. Generous portions of great food including a creamy crab dip crusted with parmesan and studded with baby artichokes plays into the Southern bent. Gumbo ya-ya is an intensely flavorful stock bobbing with chicken and seasoned with andouille, tomato, and garlic. Bourbon-glazed baby back ribs with crushed peanuts evoke Louisiana in all its glory.",Southern,"720 Main St., Napa 95559",37.0,CA,3.9,34,2,97,0,0,37.0,95559
Chalkboard,0.0,"The space that long housed Cyrus now presents Chalkboard-enter Hotel Les Mars, pass by a gracious hostess, and head straight to this contemporary bistro adorned with vaulted ceilings, hardwood floors, casual banquettes, and very snug tables. The open kitchen may be ubiquitous but fits in beautifully with California's sensibility. This small plates venue underlines an organic, seasonal menu capped off by local ingredients. The result is an excellent marriage of technique and flair as seen in hamachi crudo accented with fruity olive oil, sea salt, and ruby red grapefruit; or well-executed strozzapretti twirled with spicy sausage and leafy broccolini. A warm vanilla bean cake crested with Cointreau-and-crème fraîche sherbet makes for a perky finish.",Contemporary,"29 North St., Healdsburg 95448",37.0,CA,4.5,32,3,2,0,0,37.0,95448
Fat Rice,0.0,"Not familiar with the food of Macau? Not to worry-Fat Rice turns the uninitiated into believers nightly. A wooden pergola shelters hardy souls braving the infamous wait for a table. Bar seating around the open kitchen gives a bird's-eye view of the mélange of ingredients used in each dish, though servers are happy to walk any guest through the intoxicating mashup of Portuguese and Asian cuisine. Sharing is recommended for platters like the namesake arroz gordo, a paella-esque blend of meat, shellfish, and pickles. Pillowy bread sops up chunky olive-and-bacalhau spread in a pool of verdant olive oil. Shredded dried pork and fried shallots are intriguing but successful dessert components, when paired with salted caramel, sesame and crispy rice.",Asian,"2957 W. Diversey Ave., Chicago 60647",37.0,IL,4.5,79,2,96,0,0,18.5,60647
Parson's Chicken &amp; Fish,0.0,"For the young professionals and new families of gentrifying Logan Square, Parson's Chicken & Fish is a lively but low-key hangout that hits all the bases. It's equally appropriate for a midday snack with the kids or late-night munchies run, and the stay-and-play vibe extends to on-site activities like a winter ice skating rink or summer ping pong tables. As per the name, poultry and piscine offerings are house specialties, with signature golden-fried chicken (and equally popular Negroni slushies) on many tables. An aïoli-smeared brioche bun holds a piping-hot fillet of beer-battered fish topped with crisp slaw and house hot sauce. Dessert isn't made in house, but no matter; neighboring Bang Bang Pie Shop provides daily slices of sweetness.",American,"2952 W. Armitage Ave., Chicago 60647",37.0,IL,4.3,205,1,27,0,0,37.0,60647
"Table, Donkey and Stick",0.0,"When American comfort food just won't suffice, look to Table, Donkey and Stick for a helping of cozy Alpine fare. The rustic inn-inspired setting reflects its reputation as a gathering place where friends meet at the inviting bar or settle in at communal tables for whimsical, creative compositions. Though the food is European-influenced, ingredients from local farms make their way into many dishes. Caraway seeds spice up duck meatballs nestled among springy egg noodles with dehydrated sauerkraut and shaved salted egg yolk, and honeycomb tripe wins new fans when fried to a crisp and topped with house-made giardiniera. For a sweet take on the traditional baked good, try the pretzel-shaped puff pastry sprinkled with candied mustard seeds.",Austrian,"2728 W. Armitage Ave., Chicago 60647",37.0,IL,4.4,66,2,52,0,0,37.0,60647
Bar Pastoral,0.0,"When Wrigleyville denizens want to say cheese, they head to Bar Pastoral, the rustic bistro companion to an artisan cheese and wine shop. Subtly styled like a cave for aging, the restaurant's barrel-vaulted ceilings and exposed brick walls evoke intimacy. A glossy half-moon bar, marble-topped cheese counter, and rustic wood tables inlaid with wooden wine box details let guests gather and sample. As expected, many dishes feature cheese, though shareable plates run from house-made charcuterie to bone-in pork chops. Thick slices of bacon-wrapped country pâté are generously studded with pistachios. A succinct wine list offers a number of by-the-glass selections for pairing with cheese-such as the raw cow's milk Kentucky Rose served with caramelized onion chutney.",International,"2947 N. Broadway, Chicago 60657",37.0,IL,4.4,21,1,2,0,0,37.0,60657
The Boarding House,0.0,"The long-awaited passion project from Chicago master sommelier Alpana Singh, The Boarding House has thrown its doors open to four floors of grandeur. The impressively shimmering wine glass clusters dangling in the first floor bar lead way to the upper dining room, which pulls out all the stops by virtue of its arched, mullioned windows and an installation made from more than 4,000 green wine bottles. Small and larger plates make sharing an appealing proposition. House-made tagliolini ribbons tossed with fresh peas, mint, and pickled ramps are bright and zesty. Garlic lovers use crispy chicken thighs to sop up every last bit of aromatic green-garlic pistou. Scoops of sour cherry gelée and merlot-chocolate chip ice cream crown rich brownies for dessert.",International,"720 N. Wells St., Chicago 60654",37.0,IL,4.3,52,3,2,0,0,37.0,60654
Brindille,0.0,"This posh bistro is located just steps away from NAHA, it's impressive sister restaurant from cousins Carrie and Michael Nahabedian. Hushed and intimate, the dining room is awash with a palette of soothing greys and dressed up with herringbone floors along with black-and-white photography. Brindille's menu isn't a sequel to NAHA's contemporary Mediterranean fare, but instead bears a strong Parisian accent influenced by the chef's love of French cuisine. Roasted chestnuts are whirled into a creamy soup and poured over compressed apple, wild mushrooms, and puffed rice. Spot-on Dover sole meuniere is plated with a purée of watercress and golden-crisp pommes rissolées. And for dessert, preserved cherries are just one option to fill the baked-to-order almond clafoutis.",French,"534 N. Clark St., Chicago 60654",112.5,IL,4.3,12,4,44,0,0,112.5,60654
Siena Tavern,0.0,"Chef Fabio Viviani's TV-ready Italian charisma extends to every corner of this huge, lively restaurant. A mixture of funky décor elements-like cascading plants ""growing"" from filing cabinets on walls-somehow manage to work in incongruous harmony with sexy black marble and stainless steel throughout the multilevel space. Various bars offer pizza, crudo, fresh mozzarella, and house-made pasta, though even globally influenced dishes have a Mediterranean touch. The Tavern burger accompanied by parmesan-dusted fries is stacked with melted Taleggio, crispy speck, and garlic aïoli. Order the lush, creamy tiramisù for dessert, which gets a crunch from chopped nuts and crisp homemade meringues, and you'll be tempted to lick the bottom of the zinc tin.",Italian,"51 W. Kinzie St., Chicago 60654",37.0,IL,4.4,195,2,54,0,0,37.0,60654
Sumi Robata Bar,0.0,"There's a degree of authenticity to this traditional robata bar and that includes the discreet entrance, although a spacious patio ultimately lets you know you're not in downtown Tokyo. Sit at the counter to best appreciate their specialty-the Japanese art of grilling. For a good value lunch look no further than the bento boxes, but come at night and you'll be able to try a variety of grilled items where the natural flavors shine through, whether that's Wagyu beef or crab. You can also try more unusual cuts that you may hitherto have avoided, such as chicken heart or tail. The service is smiley, helpful, and sincere. The guys behind the counter have a more serious countenance-well, good grilling is serious business.",Japanese,"702 N. Wells St., Chicago 60654",37.0,IL,4.5,29,3,55,0,0,62.0,60654
Sushi Dokku,0.0,"Creatively adorned nigiri is the featured attraction at this hip sushi-ya that's all wood planks, stainless steel, chunky tables, and hefty benches. Just one piece of Sushi Dokku's supple cuts showcasing quality and technique is not enough-thankfully each nigiri order is served as pairs. Among the terrific selection, enjoy the likes of hamachi sporting a spicy mix of shredded Napa cabbage, daikon, and red chili; or salmon dressed with a sweet ginger-soy sauce and fried ginger chips. South Pacific sea bream is deliciously embellished with a drizzle of smoky tomato and black sea salt. Those who wish to branch out from sushi should go for tako yaki (crispy fried octopus croquettes), grilled hamachi collar, or a brownie-crusted green tea-cheesecake.",Japanese,"823 W. Randolph St., Chicago 60607",37.0,IL,4.4,50,3,55,0,0,62.0,60607
Duende,0.0,"Savor the flavors and sounds of Spain at this novel restaurant in developing Uptown Oakland, where Chef/owner Paul Canales turns out everything from pintxos to paella. The voluminous bi-level space set in the historic Floral Depot is packed with large windows, exposed brick, and colorful murals which contribute a fun vibe attracting groups of hip, urban types. The food is authentic with seasonal accents and has included rabbit and lobster sausage with blistered Padrón peppers; and seafood-studded arroz negro, thick with rockfish, scallops, cherry tomatoes, and garlic aïoli. The crowd is loud and festive, especially when one of the rotating local musicians hits the stage for a set. Like the food and ambience, the music lends Duende a casual, warm energy.",Spanish,"468 19th St., Oakland 94612",62.0,CA,4.1,55,3,98,0,0,37.0,94612
Lolinda,0.0,"Equal parts contemporary steakhouse and small plates spot, Argentine-inspired Lolinda is fun and sexy, loaded with twenty- and thirty-somethings gabbing over cocktails and sips of malbec. The soaring dining room with its wagon-wheel chandeliers and tufted-leather banquettes leads to a bustling second-floor mezzanine; whereas El Techo, a heated and more casual roof deck, offers sweeping views of the skyline. Sharing is encouraged and groups can be found divvying up plates of silky ono ceviche, flaky chicken empanadas, or sweet, caramelized pork belly. Bull sculptures and murals remind diners that the chargrilled steak or crosscut beef short ribs with chimichurri are must-orders-tender and smoky, they'll transport you to Buenos Aires in a flash.",Argentinian,"2518 Mission St., San Francisco 94110",37.0,CA,4.6,65,3,3,0,0,37.0,94110
Mason Pacific,0.0,"Since its debut in 2013, this smart American bistro is the darling of Nob Hill with swarms of Teslas and Maseratis lining up at the valet station. The stylish occupants, from tech millionaires to white-haired society matrons, stream into the light-filled dining room where they angle for a seat at the semi-private banquette facing the street or in the front room at the marble bar. The menu is prepared with skill and top-notch ingredients, and includes a note-perfect fried chicken and caramelized Alaskan halibut with grated cauliflower and peperoncini. The burger, served on a pretzel bun with smoked tomato, is also a terrific choice. And while the friendly, smartly attired staff keeps the handful of tables moving, reservations are still a must.",American,"1358 Mason St., San Francisco 94133",37.0,CA,4.4,21,2,15,0,0,37.0,94133
