State,address,cooking_type,cuisine,name,pr,rating,review,stars,usd_avg,price
NY,"8 Little W. 12th St., New York 10014",French,French,Paradou,$$$,3.4,"For a restaurant that refuses to take itself too seriously, the crowd-pleasing bistro cuisine here is no joke. At home along a cobblestoned street in the clubby Meatpacking District, Paradou offers a handful of tables and a stocked bar. Move past the vintage French liquor ads and down a brick-lined hallway to find a year-round back garden outfitted with chandeliers, a high glass roof, and tables crafted from vintage wine crates. The menu's foundation is Provençal cooking, but its lighthearted spirit feels free to stray. Begin with Amish bacon ""crack""-chili-spiked bacon jerky made from Pennsylvania Amish pigs. The duck breast is expertly seared, with crisp skin and a pink center. Don't skip the springy crêpes, filled with Nutella and ripe bananas.",0.0,37.0,3.0
NY,"6 Bond St., New York 10014",Japanese,Japanese,BONDST,$$$,4.2,"There's no denying that BONDST is still trendy after all these years; it even manages to stay sexy with sheer fabric panels, wispy tree branches, dark leathers, and private spaces. The three-story interior fills nightly with a very European crowd. (Romantics head downstairs; Bacchanalians go up.) High quality fusion dishes may seem more crowd-pleasing than inventive, but are nonetheless delicious. Behind the wood sushi bar, the buzzing kitchen rolls mountains of maki, like paper-thin slices of pristine scallops balanced with a thick soy-jalapeño sauce and yuzu kosho. The soba nomi ""risotto"" is a wickedly rich and unmissable dish of glistening buckwheat soba folded with trout butter, king crab, and shrimp beneath a thatch of bonito flakes and gold paper.",0.0,62.0,3.0
NY,"12 E. 12th St., New York 10003",American,American,Gotham Bar and Grill,$$$$,4.5,"Warm, personable, and genuine, Gotham Bar and Grill has everything a New York restaurant needs to stand the test of time. Inside, find towering floral arrangements and lofty ceilings hung with massive fabric-draped fixtures, which soften the room's appearance. The interior is vast, but the sunken dining area, elevated bar, and smartly divided room feel more classic than overdone. The service team exemplifies on-the-ball excellence. This kitchen's distinctive American seasonal cooking is in clear balance from start to finish. Begin with the simple-sounding tuna tartare combining chopped yellowfin and shiso surrounded by Japanese cucumber, enlivened with miso-ginger vinaigrette. Move on to explore seasonal risotto, showcasing wintery mushrooms or perhaps a summery feast of sweet shrimp, chives, and touch of tomato. Batter-fried soft-shell crabs are a feat of technical perfection, with body and crisped legs set over sautéed vegetables and a light citrus-soy reduction. Desserts alone are worth a visit, especially to indulge in the famously dense chocolate cake, served warm with a scoop of luscious salted-almond ice cream and cracked cocoa nibs. The ""greenmarket"" prix-fixe lunch offers great value and quality.",1.0,62.0,4.0
NY,"18 Cornelia St., New York 10014",French,French,Le Gigot,$$,4.4,"As classically beautiful and intricate as the Metro signs of Paris, this petitresto is dedicated to honoring The City of Light. Modeled after the Left Bank bistro Polidor, the iconic interior features parquet floors, zinc-topped tables, and antique mirrored walls. The room fills quickly with regulars; the dedicated staff graciously greets most by name. The food is equally beloved, with such classics as generous charcuterie platters that include sausage, duck rillettes, silky smooth chicken liver, and hearty country pâtés. The excellent boeuf Bourguignon is a comforting dish of braised beef cubes, carrots, potatoes, button mushrooms, sweet shallots, and plenty of bacon. Come dessert, tarte Tatin smells of apples and heaven (but with extra butter).",0.0,37.0,2.0
NY,"170 Thompson St., New York 10012",Italian,Italian,Lupa,$$$,4.2,"One of the best places for a solid plate of pasta, Lupa fits in snugly between the fire escape-clad walk-ups and charming boutiques along these streets. A modestly decorated spot named for the she-wolf who raised Romulus and Remus, this gem carries an air of relaxed sophistication. It's where neighbors can gather for polite conversation over quartinos of Ligurian wine or the massive collection of amari. If it's a lovely place to sit, it's a stellar place to dine. Textbook-perfect pasta shines here, with luscious bucatini all' amatriciana earning its mark among Lazio classics as well as the beguilingly simple yet stunning cacio e pepe. Entrées may sometimes miss the mark, but dessert more than makes up for it-try the unique cardamom panna cotta.",0.0,37.0,3.0
NY,"18 Cornelia St., New York 10014",Seafood,Seafood,Pearl Oyster Bar,$$$,4.3,"It's not hard to find a lobster roll in this city, and for that we can thank Rebecca Charles. This seafood institution-inspired by Charles' childhood summers spent in Maine-has been stuffing sweet lobster meat into split-top rolls since 1997. The two-room setting offers a choice: counter seating or table service. Wood furnishings and white walls are low-key; beachy memorabilia perks up the space. Start the meal by slurping your way through a classic chilled shellfish platter before tucking into that signature lobster roll, served alongside a tower of shoestring fries. The kitchen shines in daily specials, too, such as the grilled lobster served with corn pudding or pan-roasted wild bass. A hot fudge sundae is an appropriately nostalgic finish.",0.0,37.0,3.0
NY,"242 E. 40th St., New York 10016",Chinese,Chinese,Phoenix Garden,$$,3.7,"This fuss-free and no-frills basement joint shows Chinatown that delicious Chinese food for a great value can exist outside of its borders. Forgo ho-hum lunch deals and pop in at dinnertime for a delectable selection of Cantonese cooking. The vast menu can take some navigating, so chat up the servers for their expert advice in order to get the goods. Highlights include exquisite salt-and-pepper shrimp, shell-on, butterflied, flash-fried and tossed with sliced chilies and garlic; sautéed snow pea leaves in an egg-white sauce of sweet crabmeat, carrots, and snow peas; sizzling eggplant casserole studded with minced pork and ham; and crispy Peking duck sliced tableside, rolled up in pancakes, and layered with hoisin, cucumber, and scallions.",0.0,37.0,2.0
NY,"5 East Broadway, New York 10038",Chinese,Chinese,Dim Sum Go Go,$$,3.7,"This wildly popular dim sum joint is still packed to the gills most days, and for good reason: the Cantonese fare and dim sum served up at this bright, contemporary spot is as good as the food you'll find trekking out to those super-authentic places in far-flung Queens. Even better, they take reservations-and dim sum orders are taken by the staff as opposed to rolled around on the traditional cart, helping ensure the food stays super fresh.If the price seems a bit higher than its competitors, you'll find it's worth it for dishes like sweet shrimp, rolled in rice paper and laced with dark soy sauce; plump snow pea leaf dumplings spiked with vibrant ginger and garlic; rich, tender duck dumplings; or an irresistibly flaky baked roast pork pie.",0.0,37.0,2.0
NY,"28 Mott St., New York 10013",Chinese,Chinese,Peking Duck House,$$,3.8,"It's worth your while to wend through Chinatown's teeming sidewalks to delight in the eponymous house specialty here. Once inside, however crowded, the neutral-toned interior adds a calming effect to the many tables gearing up for their bird's arrival, and the mode of transport is a linen-draped cart.The duck is deftly carved and dramatically served by the chef himself, so push in your chair and prepare for a festive DIY feast of warm, soft pancakes, cool cucumbers, scallions, and sweet hoisin. Although the duck is what makes this a destination, there are several other entrées like sizzling sliced beef with scallops; and live lobster with ginger and scallions. To begin, the clear golden broth of the duck wonton soup is an appropriate prelude to the main event.",0.0,37.0,2.0
NY,"110 Waverly Pl., New York 10011",Italian,Italian,Babbo,$$$$,4.2,"Is Mario Batali's beloved wild child of the fine dining scene mellowing a bit with age? Only in the best possible way. This warm, inviting mainstay still likes to keep its elegant good looks edgy with a little thumping music, but the general vibe inside seems to have settled into a sweeter, calmer version of its rambunctious youth. Nestled into quaint Waverly Place, Babbo's bi-level dining room fits right in: think shuttered windows and wrought-iron railings alongside thick wooden armchairs, white tablecloths, and the kind of dreamy low lighting made for late night rendezvous. The food itself is always artful and precise, and the menu more than delivers on its promise: creative, rustic Italian fare made with stellar skill and extraordinary ingredients. Mainstays like a delicate lamb's tongue vinaigrette arrives humming with tender beech mushrooms and topped with a 3-minute egg and mâche; while soft beef cheek ravioli bathed in a Castelmagno cheese- and black truffle-reduction is subtle but wow-inducing. Don't skip dessert: when this hot spot takes a swing on a classic semifreddo, drenching it in dark chocolate and a dusting of crushed pistachio, it hits it out of the park.",1.0,112.5,4.0
NY,"240 W. 14th St., New York 10011",Italian,Italian,Crispo,$$$,4.0,"Convivial Crispo is a breath of fresh, rustic air. A protruding façade shelters its terrazza, while the back garden decked in smooth river stones feels warmer. The inside is dark and low-slung with brick walls, mosaic floors, and wrought-iron seats set around tiny, round tables. A plating station and kitchen reside in the back, as the full bar hums up front. Courteous waiters attend to neatly arranged tables groaning beneath refined yet peasant-hearty food. Angel hair pasta is twirled around fresh seafood and then tossed in a fresh cherry tomato-cream sauce. Three tender lamb chops scottaditto (glistening with an herb-olive oil marinade) and served beside a goat cheese-polenta cake, could be sealed with a kiss of passion fruit or coconut sorbet.",0.0,37.0,3.0
NY,"64 Charles St., New York 10014",Seafood,Seafood,Mary's Fish Camp,$$,4.1,"This West Village seafood shack is much more than just a destination for lobster rolls. Located on an irresistibly cute corner with large windows, Mary's Fish Camp tempts with creative daily specials scrawled on a chalkboard, sweet and briny raw offerings, and nostalgic desserts like hot fudge sundaes. Crowds pack into the curving stainless steel counter while white, lazy fans spin overhead. The summery space offers lots of choice, but the lobster roll should not be overlooked. A toasted bun is overflowing with hunks of tender, sweet meat dressed in the perfect proportion of mayonnaise and lemon juice, with a mountain of shoestring fries on the side. Begin the meal with spicy Key West conch chowder and then end with a slice of Americana-banana cream pie.",0.0,37.0,2.0
NY,"15 Stone St., New York 10004",Steakhouse,Steak,Nebraska Steakhouse,$$$,4.0,"Marked by a relatively modest and discreet façade, Nebraska Steakhouse remains a well-tread fixture in the FiDi. This classic watering hole with equally brazen diners hovering around a tiny, narrow, and well-soaked bar evokes that old-timey city tavern scene. Inside, the vibe is lively, drinks are strong, and their appetizing offerings are expertly handled. Finding the door isn't a cakewalk and manipulating the crowd takes some negotiating, but rest assured that the end result is worth it. Yes, those steaks are on-point, but smoked trout salad followed by 22-ounces of tender and juicy grilled lamb Porterhouse chops never fails to sate. In contrast with the gruff service, a pecan pie studded with chocolate chips and heavy cream is so sweet.",0.0,62.0,3.0
NY,"152 E. 79th St., New York 10021",Italian,Italian,Il Riccio,$$$,4.3,"Long-standing and low-key, this is just the right spot to recharge after an afternoon of perusing fabulous neighborhood boutiques or meandering through the nearby museums. Il Riccio has a cozy feel with warm ochre walls, simple furnishings, and an assemblage of photographs. Regulars know to head back to the enclosed garden to enjoy their meal. The cooking here is fuss-free, pasta-focused, and lovingly dedicated to the Amalfi Coast. Favored dishes include roasted red peppers topped with salty, marinated white anchovies; or fedelini primavera, a rustic presentation of thin pasta strands tossed with an assortment of fresh vegetables and well-seasoned tomato sauce. Grilled fish dressed simply with olive oil and lemon rounds out the menu.",0.0,37.0,3.0
NY,"160 E. 64th St., New York 10021",Contemporary,French,JoJo,$$$,4.2,"Chef Jean-Georges Vongerichten's little neighborhood bistro has been serving these affluent residents for nearly a generation, offering proof that although trends may come and go, classics remain steadfast. Within Jojo's snug townhouse quarters, ritzy locals and well-heeled tourists dine at elegantly dressed tables-think starched linens and polished silver-amid terra-cotta tile floors, plum velvet banquettes, and toile drapery. The look isn't fresh or exciting, but the cuisine makes up for it. Lunch offers great value for three courses that have featured a salad of warm asparagus with avocado; pan-roasted hake and sautéed wild mushrooms dressed with lime segments and a ginger-scallion condiment; and a zucchini cake with pecan ice cream for dessert.",0.0,62.0,3.0
NY,"1494 Second Ave., New York 10021",Italian,Italian,Lusardi's,$$$,4.5,"With its pumpkin-colored walls, dark woodwork, and vintage posters, this beloved old-school mainstay offers a menu that relishes in decadant Northern Italian cooking. Picture an array of fresh pasta and veal, richly embellished with cream, authentic cheeses, or truffle-infused olive oil. The insalata bianca is a monotone-white yet delightfully refreshing composition of shaved fennel, sliced artichoke hearts, chopped endive, and slivered hearts of palm dressed with lemony vinaigrette and Parmigiano Reggiano, all singing with black pepper freshly ground tableside. Paccheri in salsa affumicata presents large pasta tubes draped with plum tomato sauce that has been enriched with creamy smoked mozzarella and strewn with bits of roasted eggplant.",0.0,62.0,3.0
NY,"1057 Lexington Ave., New York 10021",French,French,Orsay,$$$,3.8,"With its mahogany paneling, hand-laid mosaic tiles, windows dressed with lacy café curtains, and pewter bar, this luxe brasserie is a painstakingly realized vision of art nouveau. Orsay proves its dedication to French tradition from the sidewalk seating to marble stairs leading up to a private room. Chef Antoine Camin's cheese soufflés sustain much of the well-dressed crowd here, but the classic menu brings much more. Soupe de poisson is a richly satisfying fusion of fish, tomatoes, fennel, and herbs; brook trout is presented à la Grenobloise with browned butter, capers, and finely diced croutons; and roasted pork tenderloin arrives with savoy cabbage, apples, and hard cider sauce. The soaked baba au rhum is as fine a rendition as any à Paris.",0.0,37.0,3.0
NY,"1378 Third Ave., New York 10021",Chinese,Chinese,Shanghai Pavilion,$$,3.8,"Polished Shanghai Pavilion offers plenty of choice, but the slurp-inducing steamed juicy buns are what keeps the crowds returning time and again. Pay attention to the list of chef's picks, which should include firm chunks of grey sole braised in sweet rice wine sauce. This Shanghainese specialty is studded with crisp pea pods and plump goji berries for a memorable combination of subtle elements. Clean, simple flavors underscore every bit of the soft bean curd sheets tossed with fresh soybeans and pickled cabbage. Unique tastes are a highlight in ""Hang Zhou"" beef presented in a bamboo steamer lined with cabbage, topped with strips of tender beef and slivered green onions, dressed in soy sauce and spicy oil. Service is as upscale as the attractive room.",0.0,37.0,2.0
NY,"135 W. 42nd St., New York 10036",Contemporary,Contemporary,Aureole,$$$$,4.4,"Nestled smack dab in the middle of the melee that constitutes modern-day Times Square, Aureole's message is clear from the moment you enter its serene glass façade: drop your bags (and perhaps your shoulders) and relax-it's time to be pampered by a truly exquisite seafood-centric meal in a luxurious setting. Up front, you'll find the Liberty Room, home to a lively bar that's ideal for an after-work drink or pre-dinner cocktail; and a small collection of handsome, walnut-topped tables comprising a more casual dining area. Toward the back of the restaurant, the formal dining room cuts an impressive, elegant figure with sexy low lighting; crisp white tablecloths; and polished table settings. Dinner might begin with a beautifully composed peekytoe crab salad, sporting vibrant green avocado panna cotta, juicy watermelon and sea beans; and then move on to a gorgeous slice of fresh Alaskan black cod in a sweet and savory marinade, paired with crisp snap peas, bok choy, and choy sum. End with a stunning finale like the elegantly prepared Saint Honoré, a flaky tuille topped with a flower-shaped pinwheel piped with silky Manjari chocolate mousse and dotted with light-as-air choux puffs.",1.0,112.5,4.0
NY,"20 E. 76th St., New York 10021",French,French,Café Boulud,$$$$,4.4,"Taking its cue from classic French cuisine, Daniel Boulud's refined vision of food and beverage at the Surrey hotel is comprised of two spaces: the jewel box known as Bar Pleiades and this elegant, appealingly understated restaurant. Inside, ritzy residents and in-the-know globetrotters dine in a well-groomed, secluded room furnished with plush carpeting, rich wood accents, and mirrored surfaces. Sparkling elements atop beautifully laid tables set off the spot's conviviality, and gallant, smartly-dressed servers display unwavering competence in their presentation of uniquely constructed and superb tasting compositions. Under the watch of Chef Aaron Bludorn, the kitchen makes culinary decisions that never disappoint. Classically done poulet rôti showcases evenly moist, crispy skinned chicken finished with a fragrant tarragon jus, while the Crescent Farms Pekin duck, cooked to a perfect pink and sprinkled with coarse salt, is served with currant-studded kasha for wonderful depth in flavor and texture. For dessert, intricately layered crêpe cakes are garnished with rhubarb gelée and kissed with ricotta sorbet. And warm and springy madeleines-a house signature-send satisfied diners on their way.",1.0,112.5,4.0
NY,"31 Union Sq. West, New York 10003",Seafood,Seafood,Blue Water Grill,$$$,4.1,"This New York institution has become an iconic part of the Union Square landscape. The stately building is a former bank, with century-old architectural details and marble aplenty. As the name would suggest, the menu leans heavily on seafaring classics with an ample raw bar and sushi counter. But more than anything, this kitchen aims to please, with starters like pork belly sliders topped with tangy fennel-lettuce slaw on a brioche bun. Octopus tentacles are crisp yet perfectly tender inside, served resting atop chickpeas with a deep-red tomato and roasted pepper ragout infused with smoked paprika. Fish is always perfectly handled and often rises well above its accompaniments on the plate. Live jazz is a nightly draw to the downstairs lounge.",0.0,37.0,3.0
NY,"52 Irving Pl., New York 10003",Spanish,Spanish,Casa Mono,$$$,4.2,"Casa Mono is tiny, jammed, and totally New York. Furnished with a few closely packed tables that moan under the excess of mouthwatering plates as well as that mighty counter framed by a handful of seats, this grotto-like wine bar is loud, communal-and an absolute thrill. Then consider the service, which moves like clockwork and confirms that this is no slipshod show. The staff may be brisk in their presentation of the kitchen's ambitious renditions of tapas, but with flavors so delicious and concepts inventive, so be it. A faithful mix of locals and hungry out-of-towners convene for fantastic bite-sized eats like buttery bone marrow with smoked caper chermoulah-a house signature that is rich, flavorful, and entirely unmissable. Even the humble bacalao fritter attains new heights here as a deep-fried, fluffy delight coupled with sweet-citrusy alioli. Lastly, fallback plates like razor clams a la plancha in garlic-parsley sauce remain outstanding, consistent, and full of Spanish soul. This kitchen isn't frightened to explore, so skill and innovation are at the forefront of every morsel, including the thick, creamy, and luscious crema catalana con buñuelos. One word comes to mind: bliss. Oenophiles may head next door to drinking-focused sidekick, Bar Jamón.",1.0,62.0,3.0
NY,"900 Broadway, New York 10003",Contemporary,Bar,Craftbar,$$$,3.9,"Its ersatz industrial aesthetic and the rumble of the subway below combine to create a sense of energy and toil-although the service team can sometimes fail to embrace these concepts with any great vigor. But never mind because, as the name suggests, there's a big bar here, and a menu that has something for everyone. There is quite a pronounced Asian flavor in many of the dishes, such as the big bowl of PEI mussels with Kaffir lime, chili paste, and Sichuan pepper. Those, however, who prefer their culinary influences a little more homegrown, will find much comfort in the ""double stack"" burger. Anyone mindful of the heart-its health, not its emotional state-will be reassured by the presence of ingredients like kale on the menu.",0.0,37.0,3.0
NY,"43 E. 19th St., New York 10003",American,Contemporary,Craft,$$$,4.4,"It's been many years since super-celebrity chef and TV personality Tom Colicchio opened Craft to great acclaim. Its popularity hasn't waned and the room is filled nightly with casually affluent New Yorkers. Good looks and a committed service team are the top assets and the décor is timeless yet cozy, aerial yet intimate. Bare bulbs emit a glow over wood tables and that smug, handsome bar should be drawing more diners. The menu's forte lies in its meandering conceit, allowing guests to ""craft"" their own meal. Prices are aggressive and these pristine ingredients often plead for a bit more salt or a bit less cooking, but pastas and desserts are where this kitchen shines. A fall tagliatelle with a bath of white truffles is a stunning example of what's possible.",0.0,112.5,3.0
NY,"11 Madison Ave., New York 10010",Contemporary,Contemporary,Eleven Madison Park,$$$$,4.6,"Chef Daniel Humm's cooking is clever, innovative and at times even a little whimsical; it is robust when it needs to be but also delicate at times and it is this variety and depth that really sets it apart. No menu is presented; instead, you're merely asked to relay your list of allergies as though talking to your pharmacist and your work is done. The 15 or so courses that subsequently appear could be playful, like the carrot tartare made at the table, or display extraordinary understanding of technique, such as the dry-aged veal with bone marrow. The restaurant is housed within the sort of grandeur that could only ever have belonged to a financial institution. It's a hard space to fill-conversations don't so much hang in the air as float up to the vast ceiling and never return. But somehow the room's sheer scale and the well-spaced tables allow you to feel cocooned in your own world. Considerable help comes courtesy of the engaging staff as they explain each dish in loving terms but without ever sounding too virtuous. They also know when to talk and when to leave you to get on with enjoying yourself.",3.0,112.5,4.0
NY,"1 E. 15th St., New York 10003",Contemporary,French,Tocqueville,$$$$,4.5,"Be it lunch or dinner, few New York restaurants convey the civility found at Tocqueville, courtesy of Chef Marco Moreira and his wife Joann Makovitzky. The serene, butterscotch-colored room features spaciously arranged tables draped with starched linen and laden with sparkling cutlery and stemware. Tocqueville's location, just steps away from the Union Square Greenmarket, influences its seasonally driven menu. A salad of frisée, shaved celery, and roasted local pear arranged with slices of nutty Cato Farm cheddar is a delightful starting point. House-made silken tofu presented with ginger-infused mushroom broth demonstrates the kitchen's global inspiration. Excellent desserts may offer a candied chestnut Napolean garnished with brandy sorbet.",0.0,37.0,4.0
NY,"386 Third Ave., New York 10016",Turkish,Turkish,Turkish Kitchen,$$,4.1,"Turkish Kitchen showcases all the classics but excels in the preparation of grilled meats. Indulge in yogurtlu karisik, a dish of moist and smoky char-grilled lamb, chicken, and spicy kebabs on a cooling bed of garlic-scented yogurt sauce and pita bread. Pillowy beef dumplings also wade in a pool of that signature garlicky yogurt sauce topped with paprika-infused oil and a dusting of sumac, oregano, and mint. A wide selection of Turkish wines makes a fine accompaniment to a hearty meal. Dangling globe light fixtures give the entrance to this cavernous, multi-level restaurant with floor-to-ceiling windows a modern glow. Tables are topped with pristine white cloths and set between black and white striped chairs; cherry-red walls lend a pop of color.",0.0,37.0,2.0
NY,"25-35 36th Ave., Astoria 11106",Brazilian,Brazilian,Malagueta,$$,4.4,"A longstanding spot for authentic Northeastern Brazilian fare, Malagueta's pop of color and spice stands out from its residential surroundings. From its personable and dedicated staff to the warm and unassuming setting, this culturally rich retreat keeps locals and destination diners returning to the tiny spot and settling into a bistro chair. The kitchen plays with smoky, sour, hot, and salty flavors stewed to mellowness to strike just the right balance. Even the humble arroz y feijao is a deeply satisfying blend of tender beans with pearly white rice. Picanha features grilled slices of sirloin topped with farofa (toasted manioc flour), enhanced by a citrus-herb vinaigrette, and accompanied by rice and beans. Finish with an excellent coconut flan.",0.0,37.0,2.0
NY,"21-76 31st St., Astoria 11105",Italian,Italian,Trattoria L'incontro,$$$,4.4,"A litany of delights sets the stage for an entertaining evening at this beloved institution of Italian-American pleasure. Frescoes of tranquil Italian scenes adorn coral walls in the unfussy dining room, complete with white-clothed tables spread at an ample distance. Service is relaxed, professional, and even theatrical in their performance of reciting special upon special. Flavors are classic and robust, from eggplant rollatini stuffed with ricotta and herbs to the ravioli golosi, filled with both ground filet and veal, then topped with a sauce of mushrooms and sausage. Tender veal scaloppini is gently dredged and pan-fried, then bathed in a silky sauce of wine, butter, garlic, and lemon. Crunching through crisp cannoli is a divine finale.",0.0,37.0,3.0
NY,"375 Greenwich St., New York 10013",Contemporary,Bar,Tribeca Grill,$$$$,4.0,"Beckoning business titans day and night, this corner restaurant is a destination for its big, bright dining room with well-spaced tables. Wall-to-wall windows overlook two quintessential TriBeCa streets, while exposed brick, moody artwork, and a spectacular bar smack in the center of the room complete the refined vibe. Gigantone, large tubular pasta loaded with a braised short rib Bolognese beneath a dollop of fresh sheep's milk ricotta, makes a rich start to a meal. The decadence continues with seared scallops over creamy carrot risotto, topped with a truffled-Madeira vinaigrette, and brought over the top with a few fragrant shavings of black truffle. Desserts are as classic as the space; try the banana tart with malted chocolate and pecan ice cream.",0.0,62.0,4.0
NY,"65 E. 55th St., New York 10022",Scandinavian,Scandinavian,Aquavit,$$$$,4.4,"Gorgeously Scandinavian yet pleasantly corporate, Aquavit is a tribute to the Nordic culinary movement with more midtown-friendly appeal. The décor flaunts a bit of playfulness thanks to a mossy green carpet, fur-covered bag stools, and retro lighting. The ambience is quiet and waiters a tad imperious. Evening tasting menus and a wonderful three-course prix-fixe with overlapping options mean that an array of appetites and budgets can be readily accommodated. The dinner hour is when the chef's true style shines most brightly, through clean and unfussy cooking that is a lovely blend of European techniques and Scandinavian flavors. Klädesholmen Matjes herring is reinvented for the modern palate, encrusted in seeds and rye cubes served on a piece of slate, alongside soft-boiled quail eggs, Västerbotten cheese, and a swipe of horseradish. Follow this with a springtime composition of crisp-skinned Arctic char over pea purée, nettles, sweet and snap peas, and a few halved shrimp. Desserts that feature a textural composition of chocolates are a contemporary highlight. Lunch is a low-key, business-like gathering of Swedish meatballs and skagen, but the service is thankfully far less uptight.",2.0,112.5,4.0
NY,"106 E. 57th St., New York 10022",Steakhouse,Steak,BLT Steak,$$$$,4.4,"The best steakhouse in New York City is hotly contested among many contenders, but this handsome retreat sets itself apart with genuine hospitality, great management, and Sunday nights filled with hungry families and friends. This spot nails crowd-pleasing dishes like addictively hot popovers the size of softballs served to every table, which are extra delicious when slathered with butter and sea salt. Steaks are good, but sides truly excel, from inch-thick and perfectly crunchy onion rings to umami-rich and salty roasted mushrooms. Even crispy potato skins get the special treatment here-first baked, then deep-fried, and finally topped with bacon, cheese, sour cream, and chives. It may be a precursor to a heart attack, but it's worth every bite.",0.0,112.5,4.0
NY,"545 E. 5th St., New York 10009",Italian,Italian,Lavagna,$$,4.4,"The little menu at this neighborhood fixture proves that quality trumps size. Lavagna's kitchen is snug but still manages to make ample use of a wood-burning oven to bake everything from delicate pizette to whole roasted fish. Pastas are always a treat, while other tasty options can include pan-fried smoked scamorza paired with a roasted red pepper crostini, juicy rack of lamb, or a slice of spot-on crostata filled with seasonal fruit and dressed with caramel sauce. Framed mirrors, a pressed-tin ceiling, and candlelight produce a mood that is almost as warm as the genuinely gracious service, which ensures that regulars receive the royal treatment. That said, everyone who steps through these doors feels welcome and well taken care of.",0.0,37.0,2.0
NY,"171 First Ave., New York 10003",Asian,Asian,Momofuku Noodle Bar,$$,4.1,"This elder member of David Chang's culinary empire is hipper and hotter than ever. A honey-toned temple of updated comfort food, decked with blonde wood counters and a sparkling open kitchen, the service here may be brisk. But rest assured, as the menu is gutsy and molded with Asian street food in mind. Those steamed buns have amassed a gargantuan following thanks to decadent fillings like moist pork loin kissed with Hollandaise and chives. Additionally, that bowl of springy noodles doused in a spicy ginger-scallion sauce is just one instance of the crew's signature work. Korean fried chicken with seasonal greens is fit for a king; while more modest items, including desserts like candy apple truffle, are beautifully crafted and rightfully elevated to global fame.",0.0,37.0,2.0
NY,"243 E. 58th St., New York 10022",Italian,Italian,Felidia,$$$$,4.1,"Cookbook author, television series host, and restaurateur Lidia Bastianich has been behind this flagship restaurant and greeting customers since 1981. Service could use a little finesse and some of Bastianich's charm, but the elegant décor inspires dressing up for dinner and the exceptional wine list offers a vast collection of Italian choices. Signature paste sparkle here, such as cacio e pere ravioli stuffed with delicate pear and bathed in black pepper and pecorino. Massive portions of scallops, squid, a split langoustine, and lobster star in the grigliata drizzled with lemon vinaigrette. Rely on Lidia to deliver a cannoli that lives up to its true potential-envision narrow tubes filled with lemony ricotta cream spilling into the center of the plate.",0.0,112.5,4.0
NY,"948 First Ave., New York 10022",French,French,Jubilee,$$$,4.0,"Settled into sleek Sutton Place, Jubilee is New York City's very own version of Cheers. Affluent families are in full force here, while friends gather on weeknights to mingle over wine and fine French-Belgian cuisine. The European-inflected nautical décor screams quaint coastal elegance with perpetually packed tables and a bar where everybody knows your name. A silky, saffron-scented fish soup, accompanied by grated Gruyère, a few croûtes, and pot of rouille is deliciously classic and incredibly sumptuous. But before filling up, be sure to sample the sole meuniere-a delicate fish seared perfectly and served with sautéed spinach leaves. If that doesn't sound like the best way to end a long day, their popular crème brûlée offers the ultimate fix.",0.0,37.0,3.0
NY,"3 E. 52nd St., New York 10022",French,French,La Grenouille,$$$$,4.5,"La Grenouille is a bastion of old-world glamor and manners with an exorbitant budget for floral arrangements. Although this storied enclave still attracts a devoted following, there's always room for local newbies and blinged-out tourists. Everyone looks good in this lavish space, where red velvet banquettes, polished wood veneer, and softly lit tables bathe the room in rose and apricot hues. Classic and classy, this French cuisine deserves high praise. Delicate ravioli is stuffed with chopped lobster hinting of tarragon and dressed with creamy, tart beurre blanc; an exquisitely tender-seared beef filet arrives with pommes Darphin and a lick of perfect sauce au poivre; and for dessert, the île flottante is heaven under a cloud of spun caramel.",0.0,112.5,4.0
NY,"204 E. 43rd St., New York 10017",Japanese,Sushi,Sushi Yasuda,$$$$,4.3,"Efficiency trumps hospitality at this sushi temple, where warm honey-toned bamboo slats are by far the warmest feature. Reservations are managed with little coddling, arrivals lack any greeting, tardiness is not accepted, and loitering at the counter is not an option. But to sushi-loving diehards, this is just the cost of admission. Tables packed with suits (this is midtown, after all) should be avoided in favor of the sleek counter attended to by a pristinely attired staff as this is where the magic happens. And, your experience here depends entirely on the itamae enlisted in front of you. Their mission is to ensure that each diner receives fish that has just been cut, formed, and dressed moments before it is eaten. After years of buildup, this kitchen is finally living up to its hype-with a wealth of classically assembled and spectacularly fresh sushi on offer. Every item is handled with such care and is truly memorable: a sparkling combo of sea scallop and oyster is sprinkled with soy sauce, sea salt, and lemon; a duo of uni lets the palate compare specimens from Santa Barbara and Hokkaido; and a trio of King, Alaskan white, and wild New Zealand salmon nigiri makes for a fantastic treat.",1.0,112.5,4.0
NY,"210 Spring St., New York 10012",Seafood,Seafood,Aquagrill,$$$,4.3,"New York is no stranger to oysters but Aquagrill is an institution that puts the other shuckers to shame. A destination for all-things seafood since the 1990s, the menu features as many as 27 types of oysters each day, with patrons holing up at the bar to ingest dozens upon dozens of these bivalves with pitch-perfect wines to match. As always, the kitchen serves a fine lineup of heartier fish dishes including the downright sensual wild toro tartare with shiitakes, peppercress, and truffle-soy sauce. Pan-seared red snapper over crispy jasmine rice cakes and sautéed vegetables in ginger-peanut sauce is a show of well-balanced textures and bracing flavors; but a handmade chocolate sampler remains the true starlet, with each morsel as decadent as the next.",0.0,37.0,3.0
