name,stars,review,cooking_type,address,usd_avg,State,rev,price
Vera,0.0,"Pimentón de la Vera, one of the most powerful spices in Spanish cuisine, also provides partial inspiration for this first-come, first-served wine bar in the West Loop dining corridor. (The other homage? Chef/owner Mark Mendez's grandmother.) Exposed brick walls and walnut floors are typically lovely, but do little to soften the din of a happy hour crowd after a few glasses of sherry. Classic tapas as well as ham-and-cheese flights comprise the menu, along with larger plates like a piled-high paella with rabbit, duck, and chorizo. Shell out a few extra dollars for crusty bread to sop up the garlicky, lemony olive oil that bathes their plump head-on shrimp. Grilled rounds of octopus are sweet and smoky thanks to a liberal dose of good old pimentón.",Spanish,"1023 W. Lake St., Chicago 60607",37.0,IL,"4.5
24 Google reviews",$$$ · Tapas Restaurant
Goosefoot,1.0,"This understated plate-glass façade may seem lost in a sea of mediocrity, but the restaurant it houses is truly distinct. The soothing décor appears minimal, with splashes of orange banquettes, bare tables, and Rodin replicas to fashion a space that is instantly likeable. Menus are made of planting seed paper that guests are encouraged to take home, soak, and use to grow their own wildflowers. Dishes are intricate and take time for the well-versed staff to describe, which may explain the relatively slow pace of dining here. The nine-course menu showcases noteworthy Chef Chris Nugent's classical edge and contemporary artistry. Start with a plump, butter-poached scallop seared until golden, set in a lobster-rich and coconutty sauce with maitake mushrooms and curry spices, surrounded by edible flower petals placed in gels redolent of lemongrass. This may be followed by a unique egg and shell presentation of black garlic custard dotted with shrimp, tucked with an enticingly sharp sprout purée. Superb cheese and dessert courses are a consistent highlight. Goosefoot is still BYO, but an attached wine shop ensures that no one is caught empty-handed. Pay attention to the chocolate lab and market, too.",Contemporary,"2656 W. Lawrence Ave., Chicago 60625",112.5,IL,"4.5
15 Google reviews",$$$ · French Restaurant
Acadia,2.0,"Dining here is like being let in on a secret, uncovered along this rather unfortunate strip of no-man's land. The unexpected yet grand space employs nothing but neutral grays that extend from the concrete façade to the cushioned chairs and silvery beads dividing the center of this lofty room in half. Service is gracious and professional-the kind we should all expect but is hard to find. Unusual and artful presentations may begin with canapés arriving in a box of moss or along a branch. Follow this with hamachi served as a brilliant study of flavor and balance, showcasing silky and beautifully marbled fish, placed on a bed of coconut-infused rice pudding with dabs of black garlic, bits of finger lime, and lemongrass-spiced chutney. Genius and luxury are at play in the sinfully rich Australian Wagyu beef, served red and fleshy with classic Bordelaise, roasted maitake to magnify the umami, chunks of sweet lobster, and lobster foam to lend an ocean-like airiness to the plate. Finish meals on a smooth and fudgy note with chocolate pudding cake accompanied by coconut gelée for striking visual contrast, a swipe of caramel, rum ice cream, candied black walnut, and toasty little slivers of fresh coconut.",Contemporary,"1639 S. Wabash Ave., Ste. 2F, Chicago 60616",62.0,IL,"4.6
58 Google reviews",$$$ · American Restaurant
Cai,0.0,"Cai rolls out the red carpet for a lavish experience on the second floor of Chinatown Square, making it the local choice for celebratory seafood dinners or quick midday dim sum. The banquet hall-style room is grand and formal, complete with crystal chandeliers and professional service. To say there's a lot to choose from is an understatement, as there are nearly 100 rolled, crimped, steamed, and fried dim sum options alone. Highlights include flaky puff pastry turnovers filled with sweet and savory barbecue pork; and large lotus leaves that envelope tender sticky rice mixed with chicken, liver, and crab. When the dim sum parade ends at 4:00P.M., the menu shifts to an equally vast selection of Cantonese dishes like crunchy stir-fried lotus root with ginger.",Chinese,"2100 S. Archer Ave., Chicago 60616",18.5,IL,"3.8
62 Google reviews",$$ · Chinese Restaurant
Yusho,0.0,"Just off the beaten (and quickly gentrifying) path from its Logan Square brethren, Yusho quietly draws a crowd. A narrow façade hides a deceptively expansive room done up in a rustic-chic mix of weathered wood planks, cement floors, plaid-upholstered booths, and Danish midcentury chairs. Diners show up in droves for a rotating selection of steamed buns, crispy chicken bits, and slurpable noodle bowls. ""Logan Poser Ramen"" showcases Chef/owner Matthias Merges' house-made noodles, a swirl of thick, al dente strands in spicy tonkatsu broth. A poached hen egg and crispy pig's tail croquette take it over the top. Vegetarians delight in an elegant pickled gobo root salad with translucent Asian pear and black plum slices and silky tofu-tobanjan dressing.",Japanese,"2853 N. Kedzie Ave., Chicago 60618",37.0,IL,"4.2
74 Google reviews",$$ · Japanese Restaurant
Balena,0.0,"Balena effortlessly blends rusticity and contemporary design in its prime Lincoln Park location. Lofty ceilings and industrial accents are a simple but statement-worthy juxtaposition against wooden floors and tables-and an appealingly inviting backdrop for a menu of inventive but solid takes on Italian cuisine. Knowledgeable, on-point service makes the meal even more divine. Start with a choice from the large vermouth selection and a round of burrata with pickled mustard seeds and fresh mint, ready to be piled on lardo-brushed toast. Or sink your teeth into wood-fired pizza with a parade of toppings like pistachio pesto and crisp mortadella. For dessert, brandy-soaked cherries add boozy warmth to caramel budino with salty-sweet praline crumble.",Italian,"1633 N. Halsted St., Chicago 60610",37.0,IL,"4.6
81 Google reviews",$$ · Italian Restaurant
RPM,0.0,"You'll want to bust out the Dolce & Gabbana for a sultry night at RPM. This see-and-be-seen scene starts at the wraparound Carrara marble bar and works its way to the mod black-and-white dining room, where sexy white leather chairs and booths don't detract from the pretty people on display. Even servers get into the spirit with white coats and skinny black ties. If you can tune out the diversions, the poster-sized menu of modern Italian antipasti, snacks, and family-style plates won't disappoint. Classically prepared peppered beef carpaccio and shaved parmesan is garnished with crispy mushrooms, while a hearty entrée of gnocchi is tossed with mild Italian sausage and rapini. Save room to share a plate of freshly fried bomboloni oozing with Nutella.",Italian,"52 W. Illinois St., Chicago 60654",37.0,IL,"4.4
250 Google reviews",$$ · Italian Restaurant
Sixteen,2.0,"This bold setting puts the Chicago River, Tribune and Wrigley buildings at your fingertips from the sixteenth floor of the Trump Hotel. The lobby entrance is as unremarkable as the dining room is dramatic, centered around an enormous Swarovski chandelier that hangs like an inverted wedding cake over a curving wall of African rosewood. Beyond this lies a kitchen that takes itself very seriously, but that's ok. Chef Thomas Lents' cuisine is extraordinary, accomplished, and even more of a draw than the décor. Meals here are very conceptual and include head-spinning affairs that articulate a theme, like the ""Faces of Sixteen"" as an homage to inspirations and employees. This may translate as a tribute to Joël Robuchon through a pot of wonderfully smooth, raw and seasoned langoustine artfully topped with gelée and sea buckthorn. Another theme ""Food in Progress, Modern Fine Dining: Moving Forward with Respect to the Past"" ponders the emergence of the Nordic through a gently smoked oyster, flavorful potato gelée, horseradish, and caraway. Grilled lobster with uni, coffee, and rice is downright unforgettable. Desserts like lemon tart with diplomat cream and fennel are as innovative as they are delicious.",Contemporary,"401 N. Wabash Ave., Chicago 60611",112.5,IL,"4.1
63 Google reviews",$$$$ · Fine Dining Restaurant
Slurping Turtle,0.0,"Both turtles and noodles symbolize longevity, so a meal at Slurping Turtle should add a few years to your life (and warmth to your belly). Inside the minimalist bento box of a space, diners sit elbow-to-elbow at sleek white communal tables. Boutique Japanese beverages like Hitachino Nest beer and Ramuné bubble-gum soda bring smiles to patrons in the know. Along with deep, steaming bowls of ramen and udon, the lengthy menu serves small plates, sushi, and other Japanese comfort food for snacking and sharing. Tender ribeye and chicken skewers arrive moist and glistening, straight from the binchotan charcoal grill. Deep-fried Brussels sprouts are crispy outside and tender inside without a hint of grease, topped with sliced scallions and fried shallots.",Japanese,"116 W. Hubbard St., Chicago 60654",37.0,IL,"4.2
195 Google reviews",$$ · Ramen Restaurant
Au Cheval,0.0,"This corner bar on Randolph Street's restaurant row may be dim, but it's got a few glittering edges. The reel-to-reel in the doorway lends a retro feel, but the rest is decidedly cushy. Late-night revelers prefer to sit at tufted leather booths or savor beers at the zinc-topped bar, rather than endure a wait for a table in the raucous space. Bartenders work just as hard as line cooks until the wee hours. The kitchen puts a highfalutin spin on simple bar eats. In-house butchers craft 32-ounce pork Porterhouses for sharing; foie gras for folding into fluffy scrambled eggs; and house-made sausages for bologna sandwiches that go well beyond a kid's wildest dreams. Thin griddled cheeseburger patties are perked up by maple syrup-glazed peppered bacon.",American,"800 W. Randolph St., Chicago 60607",37.0,IL,"4.6
524 Google reviews",$$ · American Restaurant
Grange Hall Burger Bar,0.0,"American Gothic accents (think Grant Wood) invade the big city at Grange Hall, where a down-on-the-farm vibe is telegraphed loud and clear through swinging barn doors, quilted panels hanging above the lunch counter, and mismatched knit napkins set atop tables with wooden chairs and stools. The glassed-in pie kitchen in the back hints dessert won't be an afterthought. Choose your own adventure when building a burger, starting with a six- or nine-ounce grass-fed beef patty and adding toppings like Midwestern cheeses, smoked bacon, jalapeños, or homemade pickles. If a wedge of strawberry rhubarb pie or Bourbon-spiked milkshake is calling your name (especially when freshly churned ice cream is involved), go easy on those hand-cut farmhouse chili fries.",American,"844 W. Randolph St., Chicago 60607",18.5,IL,"4.5
138 Google reviews",$$ · Hamburger Restaurant
Nellcôte,0.0,"The orange canopy above Nellcôte's entrance and stylish plaque would not look out of place on the Côte d'Azur. Named after the villa where the Rolling Stones recorded their iconic Exile on Main Street, this West Loop rock star-decked out with a lacquered ivory bar, marble staircase, and antique chandeliers-feels like a playground for the glam. Vases of dried lavender evoke scents of the Mediterranean, as do the kitchen's creations, which feature homemade ravioli filled with favas, a poached egg, and parmesan broth. A hearty and succulent Berkshire pork chop with sweet roasted yams and spicy grated horseradish needs no sides; whereas black pepper semifreddo between chocolate shortbread is particularly memorable when paired with red wine-poached pears.",Italian,"833 W. Randolph St., Chicago 60607",37.0,IL,"4.3
92 Google reviews",$$ · American Restaurant
Ombra,0.0,"Though it shares a kitchen with next-door gastropub Acre, Ombra is a destination in its own right. Booths patched with recycled leather jackets and ""wallpaper"" of vintage Italian newspapers give the cozy dining room a unique sense of place, and the Italian-inspired cuisine is just as interesting. Diners make quick work of dishes like toothsome farro and mushroom ""arancini,"" deviled eggs kissed with lemon aïoli, or parmesan-dusted meatballs in a chunky tomato sauce. Crispy skin-on whitefish is paired with buttery potatoes and takes a heavenly swim in caper-lemon sauce. Pizzas arrive charred from the wood oven, their dough flavorful and chewy, and creative cocktails like the Chicagroni-modernized with IPA and tea-keep the bar hopping.",Italian,"5310 N. Clark St., Chicago 60640",37.0,IL,"3.8
20 Google reviews",Italian Restaurant
Ada St.,0.0,"Despite its obscure location among the industrial warehouses of far-east Wicker Park, adventurous diners have no trouble seeking out Ada St. Reservations aren't accepted after 6:30 P.M., so the cozy, brick-walled lounge quickly becomes a party space where patrons peruse the wooden cubbies of vinyl to create their own soundtrack. The menu of small plates is influenced by both hearty gastropub dishes and lighter Mediterranean bites. Tabasco mash ketchup heats up a plate of charred, tender octopus, while a poached egg gilds rich duck confit tossed with cavatelli. Even the snappy green beans need nothing more than Dijon butter to shine. Before you take off, show your appreciation by choosing the last item on the menu: a six-pack of beer for the kitchen staff.",Contemporary,"1664 N. Ada St., Chicago 60622",37.0,IL,"4.7
60 Google reviews",$$ · Bar
Antique Taco,0.0,"No reservations and walk-up counter service lead to an inevitable wait at Antique Taco (wear comfortable shoes). Ease the pain by browsing well-curated racks of knickknacks while awaiting market-fresh Mexican food, which arrives on abuela-worthy china plates. Place your order and score a wooden stool at a boxy plank table. Antique Taco piles its corn tortillas with substantial and delicious fillings. Crispy battered fish is spiced up with sriracha-tartar sauce and chilled smoked cabbage slaw. Shredded roast pork is rubbed with adobo, glazed in tamarind, and joined with creamy avocado and queso fresco for tasty carnitas. Pickled red onions add punch to chunky guacamole. Vodka-spiked agua frescas are nice, but the horchata milkshake is unmissable.",Mexican,"1360 N. Milwaukee Ave., Chicago 60622",18.5,IL,"4.5
215 Google reviews",$ · Taco Restaurant
Black Bull,0.0,"Like bulls, hungry foodies are drawn to the color red-at least that's what the thinking must be at this chic tapas spot dominated by a neon bull and candy-apple exterior. Inside, glasses of crimson and rosé sangria are in everyone's hands, helping the noise skyrocket as the night wears on. Look at the colorful chalk-drawn mural above the kitchen, depicting Spanish scenes, products, and food terms, to get a sense of what's on offer. Shareable plates mix tradition with contemporary twists, like crispy hollowed-out patatas bravas filled with ketchup and aïoli. A half-dozen pickled mussels arrive in a tin beneath a layer of creamy potato foam; while an excellent consommé poured over a farm egg yolk and truffles is brightened by a dash of manzanilla sherry.",Spanish,"1721 W. Division St., Chicago 60622",18.5,IL,"4.2
43 Google reviews",Spanish Restaurant
Briciola,0.0,"After decades of cooking and traveling, Chef/owner Mario Maggi was ready to open a small place-just a crumb, or ""una briciola,"" of a restaurant. This tiny trattoria nestled between Ukrainian Village's brick buildings is indeed a speck of warmth and charm, festooned with party lights on the patio and mustard-toned walls inside. Traditional Italian cuisine gets personalized tweaks from the chef. Carpacci may include paper-thin octopus, beets, or beef; macaroncini alla Briciola folds diced Tuscan sausage into a spicy garlic-sage sauce; and a hefty bone-in pork chop, pounded thin, breaded, and pan-fried until golden, is a house classic dressed with arugula and shaved parmesan. A bottle from the wine shop down the block makes the meal even more convivial.",Italian,"937 N. Damen Ave., Chicago 60622",37.0,IL,"4.8
30 Google reviews",$$ · Italian Restaurant
Red Door,0.0,"Even with no sign, it's easy to find this funky Bucktown bar: that red door is impossible to miss. Grab a metal barstool or a raised wooden banquette for an evening of seasonal cocktails, craft beers, and internationally inspired pub fare. On warm evenings, the backyard patio becomes romantic with candlelit communal tables and a canopy of twinkling lights overhead. Gastropub classics take a spin around the globe, while often featuring local ingredients (sometimes right from the patio). Bulgogi-style hanger steak and eggs is a weekend brunch favorite, layering tender chunks of meat over scrambled eggs with a pile of spicy, hangover-busting kimchi on the side. Poutine boasts Wisconsin's Brunkow cheese curds and spicy curry gravy.",International,"2118 N. Damen Ave., Chicago 60647",37.0,IL,"4.3
56 Google reviews",$$ · Eclectic Restaurant
Trenchermen,0.0,"In old-timey slang, a trencherman is a hearty eater and drinker, a definition that lets you know what you're in for at this glossy but comforting Wicker Park gastropub. Housed in a former Russian bathhouse, the black-and-white tiles and notched brick walls dividing the eclectic warren of rooms give a nod to the former tenant of this 1920s building. Bar snacks and weekend brunch are taken just as seriously as full-on lunch and dinner here. Corned beef adds a manly touch to eggs Benedict, especially when drizzled with piquant choron sauce. Dense pretzel cinnamon rolls straddle the salty-sweet line. A menu favorite at any time of day, fried pickle tots are served with kicky beet-tinged red onion yogurt and thinly sliced chicken breast bresaola.",Contemporary,"2039 W. North Ave., Chicago 60647",37.0,IL,"4.5
79 Google reviews",$$ · American Restaurant
Yuzu,0.0,"Ancient and modern accents work in harmony at Yuzu, where hand-painted anime murals catch the eye above weathered plank wainscoting. A century-old wooden slab finds new life as a sushi counter, where diners sip sodas from Ball jars and groove to hip tunes. Whole ginger- and garlic-glazed grilled squid is sliced into rings, then sprinkled with scallions and creamy jalapeño sauce. Succulent robata-grilled skewers, purchased by the piece, arrive with specialized accompaniments like marinated pork shoulder with sweet chili sauce or kalbi-glazed short rib. The tobiko-topped Black Sea roll is one of a roster of quirky but manageably sized maki, all of which arrive with an artistic flourish-think intricate, paisley-patterned sauces painted onto plates.",Japanese,"1715 W. Chicago Ave., Chicago 60622",18.5,IL,"4.7
114 Google reviews",$ · Japanese Restaurant
Bread &amp; Wine,0.0,"Bread & Wine's mix of American bistro fare and international flair mirrors the cultural melting pot of surrounding nabe Humboldt Park, and the former laundromat's parking lot fills quickly. Solo diners perch at the 10-seat counter to watch the chefs at work, while groups crowd around tables made from cross-sections of fallen trees, snacking on barbecue chicharrónes or house-made charcuterie. Plates like the mortadella sandwich smeared with olive pesto and stacked with tasso and pancetta further showcase the kitchen's prowess with cured meat. A substantial beet and barley salad is loaded with feta cheese and fresh arugula. Before you leave, browse the small market for bread, wine, and artisanal treats; diners receive a discount on same-day purchases.",International,"3732 W. Irving Park Rd., Chicago 60618",37.0,IL,"4.5
37 Google reviews",$$ · New American Restaurant
Bakin' &amp; Eggs,0.0,"A pastry case chockablock with cupcakes, cookies, and brownies entices passersby into this relaxed Lincoln Avenue breakfast and lunch hangout. Inside, whitewashed repurposed church pews provide ample seating for both big families as well as solo hipsters who can be seeen sipping on Intelligentsia coffee, which is on hand for a pick-me-up. As the sibling of Wicker Park's Lovely Bake Shop, it's no wonder the moist, generously frosted cupcakes take the cake. Flavors like pumpkin spice, peanut butter and jelly, and red velvet make it hard to pick a favorite. Latin influences on the savory menu mean carb-loaded and dense chilaquiles with avocado and tomatillos. A kids' menu offers mini breakfast burritos or buttermilk pancakes with whipped cream smiles.",American,"3120 N. Lincoln Ave., Chicago 60657",18.5,IL,"4.3
108 Google reviews",$$ · Breakfast Restaurant
Wood,0.0,"The décor at this Boystown spot might be all grown-up with rich wood tones set against pale tufted booths and a glossy cream bar, but witty winks to the gay community pop up throughout the menu. Cocktails like a ""manhandled sour"" are as suggestively named as they are superbly prepared. Heck, even Sunday brunch is titled ""Morning Wood."" That said, the menu is incredibly refined. Choose from seasonal American food like roasted venison with creamed spinach as well as homemade sausage and spaetzle. Or opt for the country ham flatbread topped with creamy raclette and charred black kale, presented in squares for easy sharing. The bar continues to pour long after the kitchen closes, so night owls sample from the ""Backwoods"" menu of Belgian frites and sauces.",Contemporary,"3335 N. Halsted St., Chicago 60657",37.0,IL,"4.2
60 Google reviews",$$ · New American Restaurant
Pizzeria da Nella,0.0,"Though it calls itself a pizzeria, this cheerful and vast Italian hang near DePaul University is so much more. A mosaic-tiled wood-burning oven gleams from the rear of the dimly lit space, brightened by sunny yellow and Mediterranean blue walls. Craft beer nerds should take a seat at the bar for a sampling from the varied list of artisanal Italian brews. Authentic Neapolitan pizzas share menu space with modern stuffed ""bomba"" pies like the Ciotta Ciotta, which mounds a deli case's worth of salumi and cheeses between two pizza dough rounds. Pasta selections are equally sprawling, and include fresh combinations like pappardelle with plump mussels, black truffles, and pecorino. Limoncello-soaked strawberries over homemade sponge cake keep the finale light.",Italian,"1443 W. Fullerton Ave., Chicago 60614",37.0,IL,"4.4
42 Google reviews",$$ · Pizza Restaurant
EL Ideas,1.0,"Free your mind, keep your expectations high, and ignore the hand-made sign and desolate locale that make this undeniably edgy restaurant feel like a David Lynch movie. No one comes here for high-end pampering. Rather, the interior is an amalgam of heavy wood timber, zinc ductwork, abstract art, and a homespun curtain made of wine corks. The open kitchen and its team of freewheeling anti-heroes lend a dinner-party vibe, with guests bringing bottles of Bourbon as gifts for the chefs and others getting up to mingle. Woe to those who come here to dine alone. This prix-fixe is an all-embracive antithesis to highfalutin fine dining, with courses that the chef might describe as salty-sweet stoner food. Envision golden-fried potatoes in a piping hot leek soup, topped with liquid nitrogen-prepared vanilla ice cream that pops and crackles when poured overtop. The result is a brilliant playfulness that hits all the right gustatory notes. Seared venison may arrive with plump morels, jicama brunoise, beluga lentils, and wonderfully bright green garlic ""slaw."" Flavor, texture, and presentation reach their height in the chartreuse cake with candied fennel, wild huckleberries, and white chocolate crémeux.",Contemporary,"2419 W. 14th St., Chicago 60618",112.5,IL,"4.6
40 Google reviews",$$$$ · American Restaurant
The Piggery,0.0,"The bacon is back-as well as the ham, the shoulder, and the rest of the pig too. This Lakeview sports bar and shrine to all things porcine pays homage to its whimsical ways by way of kitschy pig paraphernalia that shares shelf and wall space with flat-screens tuned to Cubs and Sox games, naturally. The menu may be hell for vegans, but it's a pork lover's paradise: cuts from every part of the animal find their way into nearly each dish, from hearty ham-stuffed burgers to the signature bacon-wrapped jalapeño poppers. Gently charred slabs of ribs basted with the Piggery's own heady barbecue sauce are teeth-sinkingly tender. Even salads may give you the meat sweats, with pulled pork or buffalo chicken-and bacon, of course-offered as toppings.",American,"1625 W. Irving Park Rd., Chicago 60613",37.0,IL,"4.0
79 Google reviews",$ · Hamburger Restaurant
gather,0.0,"A chic, cozy space lets guests get up close and personal at gather. Diners seeking dinner and a show take front row seats at barstools lining the open kitchen's polished granite counter, while tall communal tables fill with patrons enjoying bites from the menu's ""gather and share"" section. A rear dining room offers more solitude and romance. Family-style Sunday dinners are a local draw, but the à la carte menu showcases flavorful options nightly. Slice into a single large uovo raviolo to mingle poached egg and ricotta with white truffle butter, jalapeño slivers, and chopped chives, or share a crock of Pernod-splashed mussels. Fragrant and garlicky, they're served with sourdough toast points for soaking up every last drop of the white wine-cream sauce.",American,"4539 N. Lincoln Ave., Chicago 60625",37.0,IL,"4.6
70 Google reviews",$$ · American Restaurant
Vincent,0.0,"Go Dutch at Vincent, where innovative yet approachable cooking meets a tried-and-true European bistro menu boasting enough cheese to satisfy even the pickiest turophile. Adding to the romance, high-top marble tables and brocade-papered walls make for a warm, intimate ambience that's accented by tall votive candles. Got an appetite? An overflowing pot of P.E.I. mussels is a decadent meal on its own, brimming with bits of pork belly, chilies, scallions, and cilantro and accompanied by a big bowl of traditional frites with mayonnaise. Basil and lemon balsam perk up risotto with charred purple cauliflower and braised fennel. Also, you'll want to hold on to your fork for slices of lemon butter cake with Chantilly cream and blueberry compote.",Belgian,"1475 W. Balmoral Ave., Chicago 60640",37.0,IL,"4.6
29 Google reviews",$$ · Bistro
Enso,0.0,"All bases are covered at Enso, from tempura to ramen and chirashi to teriyaki, but it's mostly about maki. There are fairly classic combinations of ingredients on offer, but also more challenging blends of flavor. If you can't decide then you can always ""make your own maki""-but you'll only have yourself to blame should the memory of your chosen flavors return to haunt you at a later date. The homemade steamed buns are also worthy; a filling of roasted pork belly with pickled vegetables inside one of these little pillows of delight is hard to beat. The vaulted room looks like a Goth's cellar, all black and moody, with the open kitchen at the far end shining like a beacon of hope. Larger parties should try to snare one of the low-slung booths.",Japanese,"1613 N. Damen Ave., Chicago 60647",37.0,IL,"4.5
26 Google reviews",Asian Restaurant
Oiistar,0.0,"It's easy to mistake Oiistar for yet another trendy ramen joint-but don't. Sure, it's got all the design hallmarks-from a minimalist wood-planked dining room and industrial open kitchen, to a turned-up soundtrack. But, the internationally influenced menu makes it much more than your average slurp shop. In fact, ""It's A Small World"" could be the unofficial theme song for their lineup of steamed buns and comforting ramen bowls showcasing noodles hand-pulled in-house each day: fiery kochujang complements barbecue chicken on the pollo bun, while the saltimbocca bun goes Italian with sage, prosciutto, and mozzarella. Extra special is the chadolmen, which blends a tangle of delicate wheat noodles with brisket and ground pork in a spicy miso and kimchi broth.",Asian,"1385 N. Milwaukee Ave., Chicago 60622",18.5,IL,"4.4
89 Google reviews",Japanese Restaurant
Takito Kitchen,0.0,"Chicago's upscale taco circuit gets a new contender with Takito, where fresh ingredients make Latin-inspired food sing. Tequila takes pride of place in a chile-salted margarita, while skylights and mirrors make the narrow, mod-industrial space seem even brighter and larger. Sure, you can get a corn tortilla here, but sesame and hibiscus options let the kitchen get creative as evident in tacos filled with cornmeal-crusted redfish, beef barbacoa, or tamarind-chayote pequin. Shared plates like sope de carne asada blur culinary boundaries with the addition of Brunkow cheddar and green onion kimchi. It's an across-the-board mishmash of colorful flavors, but certainly a good way to go over the top. Sister spot Bar Takito also boasts a notably concise menu.",Mexican,"2013 W. Division St., Chicago 60622",37.0,IL,"4.2
48 Google reviews",$ · Mexican Restaurant
Homestyle Taste,0.0,"For more adventurous fare than spicy Sichuan lamb or dim sum, look no further than this family-run favorite. Though the lengthy menu offers plenty of usual suspects (think scallion pancakes and mapo tofu), it's also chock-full of authentic Chinese dishes that will make any offal lover's day. Thin slices of lamb kidney are dry stir-fried, their mild flavor boosted by copious amounts of cumin and red chilies. Then, a sweet and sour sauce offsets the funky flavor of quick-fried intestine, tripe, and liver; and pickled cabbage and pork meatball soup, boosted by tofu and noodles, is a welcome warmer on cold days. The service is friendly and amenable, so don't be afraid to specify your preferred meat or ask for chili oil to amplify the heat quotient.",Chinese,"3205 S. Halsted St., Chicago 60608",18.5,IL,"4.7
32 Google reviews",Chinese Restaurant
Elizabeth,1.0,"Find an owl, a deer, and a diamond over an unremarkable door on this rather commercial street-these are foodie hieroglyphs for homey yet conceptual Chicago dining. The diminutive interior has only a handful of tables, all surrounding the brightly lit kitchen spectacle. The whitewashed tin ceiling and shelves stocked with everything from Dutch ovens to jars of pickles make it seem like we're all dining in Chef Iliana Regan's cottage-chic underground restaurant. You might even see her refilling your water glass; this is a humble place where dedication trumps attitude. The nightly 17-course menu is a clear treatise on local, organic, and foraged cuisine. Don't be surprised to find bear jerky showcased in the deliciously inventive ""rock course"" that is literally served on a jet-black rock, along with a sticky bite of wild puffed rice mixed with mushroom marshmallow, and topped with Wisconsin cheddar as well as a vibrant pink peppercorn. When the glazed bowl containing a perfectly cooked duck egg and shaved truffles arrives at the table, expect a bit of theatrics as the server explains that the ""twigs"" decorating the table all along are actually fried breadsticks to enjoy with the dish.",Contemporary,"4835 N. Western, Unit D, Chicago 60625",112.5,IL,"4.7
27 Google reviews",$$$ · American Restaurant
ATK,0.0,"Chef Andy Aroonrasameruang's Thai kitchen has earned numerous accolades and a devout following in its brief existence. Bring friends and settle in to the slender, spotless room arranged with ebony-finished tables and accent walls painted with hues evocative of turmeric and purple onion. Cooked-to-order creations are spicy, sour, crunchy, and aromatic-as in the snappy Isaan-style sausage sided by a mouthwatering dipping sauce. The kao soy features thin egg noodles in a rich golden-yellow curry stocked with pounded chicken, bean sprouts, raw cabbage, and pickled mustard greens-all topped by a nest of crunchy fried noodles. The duck in red curry is chili-revved, redolent of five-spice, and balanced by the sweetness of diced pineapple, grapes, and tomato.",Thai,"946 W. Wellington Ave., Chicago 60657",37.0,IL,"4.4
51 Google reviews",$ · Thai Restaurant
Milt's Barbecue for the Perplexed,0.0,"The full name of this kosher spot is Milt's Barbecue for the Perplexed, but even without pork (or dairy) on the menu, there's no sign of ""confusion"" among patrons, as the catalog of smoky barbecue and Jewish deli delights are bound to appease one and all. Additionally, 100% of their profits go to charity, so get in here and get your craving on. The room is simple, with dark wood furnishings and floors, but the kitchen is all sparkle. Tender chopped brisket on a toasted hamburger bun arrives with a trio of barbecue sauces-mustardy Carolina, smoky Memphis, and sweet Kansas City-and fries in a wire fryer basket; while pulled smoked chicken makes its way into the homemade soup. Don't expect to take your Friday night date here as Milt closes at sundown out of respect for the Sabbath.",Barbecue,"3411 N. Broadway, Chicago 60657",18.5,IL,"4.3
71 Google reviews",$$ · Barbecue Restaurant
Rickshaw Republic,0.0,"The captivating flavors of Southeast Asian street food are matched by the creative design at this friendly, family-run Lincoln Avenue space. Color and pattern collide as parasols, puppets, and bird cages vie for attention with abstract Indonesian wood carvings. Once the food arrives, though, the spotlight shifts to the aromatic plates. Start with crisp martabak crêpes that behold a savory combination of beef, onions, and egg. Then move on to lemongrass-braised chicken thighs in a turmeric-tinged coconut curry with sweet and spicy tamarind sambal and pickled cabbage. Surprise your palate with es cendol, a mix of coconut milk and green pandan jelly in palm sugar syrup. Finally, take one of Mama Setiawan's homemade sambals home to bring color to your cooking.",Indonesian,"2312 N. Lincoln Ave., Chicago 60614",18.5,IL,"4.4
50 Google reviews",$ · Indonesian Restaurant
Pl-zeň,0.0,"The beckoning tentacles of an enormous octopus painted on a brownstone point the way to this quirky subterranean spot. More murals lead diners down a brick-lined alley and into the dining room, where the dim space is lightened by blonde wood bar stools and a hospitable vibe from the cool young staff. Though both chilaquiles and sesame-crusted tilapia tacos find their way on to the menu, Pl-zenˇ offers a full slate of gastropub fare that steps away from the traditional Mexican bent of the neighborhood. Raisin- and pignoli-studded boar meatballs are simmered in tomato sauce and finished with ricotta and caramelized onions. A poached egg adds richness to crispy pig ear salad with Fresno chili aïoli. Cinnamon-sugar beignets deserve a dip in luscious strawberry-pinot grigio sauce.",Gastropub,"1519 W. 18th St., Chicago 60608",37.0,IL,"4.6
59 Google reviews",$$ · Gastropub
