name,stars,review,cooking_type,address,usd_avg,State,rating,price,cuisine
Pastis,0,"Parisian charm flowers in the heart of Silicon Valley at Pastis, a delightful Palo Alto French bistro. Compact and cheery with yellow walls, a sprinkling of tables, and specials on the chalkboard, it's every inch the European experience (just don't bring along a big group). You'll hear a lot of French spoken by both the staff and guests as it's a favorite with the expats-always a good sign for American gastronomes. The low-key, laid-back menu is heavy on Gallic classics like fluffy, buttery quiche Lorraine; a grilled merguez sandwich with roasted bell peppers and harissa mayonnaise; as well as a simple but perfect cr̬me br��l̩e. Le Benedict and les omelettes are big draws for brunch, particularly when enjoyed on the lovely front patio.",French,"447 S. California Ave., Palo Alto 94306",37,CA,,,
Redd Wood,0,"Napa's answer to the hip Cal-Ital hot spots of San Francisco, Redd Wood boasts an edgy indie soundtrack and a parade of bearded, tattooed waiters. But unlike some cityside establishments, the staff here is personable and enthusiastic, and there's plenty of breathing room (including a private area that's popular for events). Artisan pizzas are the main draw, like a sassy spin on ""eggplant parm"" with coppa, basil, crispy breadcrumbs, and fried garlic. But don't let that limit your choices, as the house-cured salumi, fresh pastas, and alluring antipasti (think chilled corn soup with house bacon and pickled chanterelles) are also winners. Just be sure to save some room for the outstanding toffee cannoli as they are some of the best you'll ever have.",Italian,"6755 Washington St., Yountville 94599",37,CA,4.4,$$$,Pizza
Yeti,0,"Its sleepy location may be unusual, but with a creekside view and friendly service, Yeti makes for a pleasant getaway from the wine country grind. Inside the sunken dining room, soft folk music, Tibetan artwork, and a blisteringly hot tandoor set an authentic scene. Though the fare is described as Nepalese-cum-Indian, most dishes are from both the north (think grilled meats and biryanis) as well as the coastal regions of the sub-continent (fish curries and coconut sauces). Try the lamb chops coated in garam masala and served over a bed of charred onion and bell pepper. Vegetable momos (steamed dumplings stuffed with cabbage, carrots, beans, and green onion) served with spicy sambal, cilantro, and sweet tamarind dipping sauces, are a party in your mouth.",Nepali,"14301 Arnold Dr., Ste. 19, Glen Ellen 95442",37,CA,,,
Arti,0,"In sleepy Lagunitas, locals spice things up with a trip to this itty-bitty Indian favorite, where yellow walls and flowers liven the handful of tables. Set in a strip mall that also plays host to a hippie bookstore and yoga studio, this is a comforting den of peace and love for your palate, down to the fluffy basmati rice, creamy raita, and gluten-free naan (made with rice flour). Warm up a chilly night with with hot and tangy lamb vindaloo mingling tender cubes of lamb with fork-tender potatoes; or go for the full comfort effect with creamy chicken korma. Finish with an order of gulab jamun, homemade cheese dumplings soaked in sweet syrup. If you're in for lunch, be sure to sample the Indian wraps, also available in whole-wheat and gluten-free versions.",Indian,"7282 Sir Francis Drake Blvd., Lagunitas 94938",18.5,CA,,,
Mela Tandoori Kitchen,0,"If ""mela"" means ""fair"" in Hindi, then Tandoori Kitchen is aptly named. As fun and lively as a carnival, this welcoming spot sports brightly striped walls and colorful splashes of paint set aglow by stylish pendant lights. Its menu displays a vast litany of eats, and obliging servers are happy to lend a hand with useful recommendations. The overwhelming lunch buffet is a hit among office workers for hot, crispy samosas with sweet tamarind chutney, or fiery tandoori wings baked until smoky and juicy. The area takes a bit of a dive at sunset, but that doesn't curb this kitchen's appeal. Families keep coming to devour huge portions of aloo gobi in an onion-and-tomato masala along with intensely spicy lamb vindaloo-and inevitably leave toting leftovers.",Indian,"536 Golden Gate Ave., San Francisco 94102",37,CA,4.5,$$,Indian
Gioia,0,"With its large space and casual vibe, Gioia has become a Russian Hill standby, drawing families with kids, groups of friends, and even solo diners (there's lots of counter seating). The rustic d̩cor features white subway-tile walls, an open kitchen, and wood and metal furniture. Be warned: the noise level can be a bit high for any intimate conversation. The highlight here is pizza, with creatively topped pies like summer squash with pesto, burrata, and Calabrian chili, or sausage, broccoli, leeks, pecorino, and olives. They're pricey, but worth it. A selection of salads and antipasti make for great starters. Otherwise, opt for rigatoncini in a meaty pork rag�_ with fresh, creamy ricotta and more Calabrian chili. A second location dwells in Berkeley.",Pizza,"2240 Polk St., San Francisco 94109",37,CA,,,
Copita,0,"Set sail aboard the Sausalito ferry for dinner at this Mexican smash, just steps from the harbor's bobbing yachts. Colorful and casual, Copita's most coveted seats are on the sidewalk patio (complete with partial views of the water and the quaint downtown), but a spot at the exceptionally well-stocked tequila bar or in the brightly tiled dining room is no disappointment. A light meal of tacos could include seared mahi mahi with pineapple pico de gallo and tomatillo salsa or tomato-accented chicken tinga with avocado and Mexican crema. Options abound for heartier appetites, like 24-hour carnitas and chicken mole enchiladas. And the lively surrounds are a hit with kids, who love sipping on the sweet house-made almond horchata.",Mexican,"739 Bridgeway, Sausalito 94965",37,CA,4,$$,Mexican
Rangoli,0,"Set at the end of a strip mall, Rangoli is an opportune surprise with sophisticated Indian cooking. Named for the colorful folk art prevalent through the subcontinent, this upscale retreat features a vast dining room framed with vibrant accents and decorative demi-walls. Tables along cushioned banquettes on the fringes and several rounded booths provide ample real estate for assemblies of all size. Businessmen love the lunch buffet for its assortment of popular dishes, but take a tip from the locals and come for dinner. Bhindi masala; vegetable moile starring a creamy coconut curry; and lamb Madras are all delicious, spicy, and served piping-hot. Couple these curries with warm, pliable, perfectly charred garlic naan for a contrast in flavor and texture.",Indian,"3695 Union Ave., San Jose 95124",37,CA,4,$$,Restaurant
Comal,0,"For bold, zesty Mexican food crafted with pristine ingredients, Berkeleyites throng this industrial-chic hot spot, where an excellent cocktail program and an extensive tequila plus mezcal selection keep things buzzing. The large flat tortilla griddles for which it's named are on full display in the open kitchen, while a covered, heated back patio draws locals for year-round outdoor dining. Comal's fryer-fresh warm tortilla chips, paired with perfect, creamy guacamole, are irresistible; summon an order as you peruse options like the refreshing white shrimp ceviche and earthy hen-of-the-woods mushroom quesadilla. Just make sure the smoky wood-grilled rock cod tacos, with creamy avocado a��oli and spicy cabbage slaw, are on your must-order list.",Mexican,"2020 Shattuck Ave., Berkeley 94706",37,CA,4.1,$$,Mexican
Pl�_j,0,"NorCal is short on the Scandinavian-inspired fare that's all the rage right now, so it's no wonder why Bay Area foodies flock to this upscale spot. Steps from the opera, symphony, and ballet, Plaj has caught on like wildfire with the pre-theater crowd, who congregate at the linen-topped tables and cozy bar for a taste of Californian cuisine mingled with Nordic flair. Swedish-born Chef/owner Roberth Sundell offers smart riffs on classic dishes, from a tender duo of potato dumplings accented with brown butter, caramelized onions, and bacon to deep-red seared elk medallions set in a woodsy juniper jus and accented by tart lingonberries. For dessert, a parfait-like take on princess cake, with layers of raspberry, sponge cake, and marzipan, is worthy of royalty.",Scandinavian,"333 Fulton St., San Francisco 94102",37,CA,,,
Blackwood,0,"For a hip, fusion-y take on Thai fare, Marina locals beeline to this stylish spot, which offers classic dishes like shredded mango salad with cilantro, scallions, and smoky tiger prawns, as well as more mod items such as grilled Wagyu flank steak massaged with a five-spice sauce, set atop ginger rice and garlicky long beans. Empanada-like samosas come stuffed with potato, caramelized onions, and carrots, accompanied by a light and refreshing cucumber-avocado salad. The sleek interior features tufted banquettes and enormous mirrors, but the prime perch is at their lovely front patio, with two fireside communal tables that face the hustle and bustle of Chestnut Street. Allow extra time for parking and expect a wait at weekend brunch-the most popular service.",Fusion,"2150 Chestnut St., San Francisco 94123",37,CA,4.3,$$,American
Yuzuki,0,"Formerly an izakaya, this elegant Japanese restaurant has changed chefs and focus, offering delicate Washoku-style fare (read: no sushi). A meal might begin with thin slices of lightly torched mackerel, artfully arranged on shiso leaves; then transition to tender Wagyu beef tataki, airy shredded vegetable and shrimp tempura, and a delicate sundae of azuki beans, mocha, and kelp gel̩e over vanilla ice cream. With Tartine Bakery and other great gourmet spots sharing its block, there's no denying the fact that Yuzuki has a lot of competition. But with such an exquisite array of plates, not to mention outstanding organic sake and nutty buckwheat tea for sipping, it will transport you to Japan-provided you can snag a tough-to-get reservation.",Japanese,"598 Guerrero St., San Francisco 94110",37,CA,,,
Cosecha,0,"Even the pickiest Mexican abuela would be hard-pressed to turn down a meal at Cosecha, where the heartwarming blue-plate specials are made from scratch daily. Handmade tortillas stuffed with roasted yams and creamy Oaxaca cheese, or flaky fish and smoky chipotle crema are a cut above typical taqueria fare, while the chicken torta ahogada nearly bursts with tender grilled meat, soft pinto beans, garlicky guacamole, and spicy guajillo chile. Housed in Old Oakland's historic Swan's Marketplace, Cosecha draws a loyal crowd of business people at lunchtime and local residents in the evenings. They order at the counter, take a seat at the communal tables, and sip tangy, refreshing lime aguas frescas as they await the delicious creations in store.",Mexican,"907 Washington St., Oakland 94607",18.5,CA,4.3,$,Restaurant
Vesta,0,"Whether they're rolling in from their offices at lunch or their condos at dinner, Redwood City locals are always up for a wood-fired pie at this stylish downtown pizzeria. With an airy, mosaic-filled dining room extending into a large front patio, it's a relaxed, roomy space perfect for groups and families. The menu is divided into red and white pies, and they're equally delicious: zesty tomato sauce enlivens a combo of peppery soppressata, smoked mozzarella, and spinach, while a white version with crumbled French feta, fresh slices of garlic, cherry tomatoes, and chopped applewood-smoked bacon is irresistible. Get your greens in with the arugula salad, tossed with shaved Parmigiano Reggiano, toasted hazelnuts, and a delicious apricot vinaigrette.",Pizza,"2022 Broadway St., Redwood City 94063",37,CA,4.7,$$,Pizza
Ca'Momi,0,"As if the Oxbow Public Market wasn't already teeming with temptation, this enoteca-meets-pasticceria is sure to grab your attention even before you've wandered twenty paces. The seating inside is housed within a private corner of the sprawling emporium, donning wrought-iron furniture and yellow-stained cabinetry. However, the spacious terrace is the best seat in the house. Authenticity is the Italian menu's strong suit. From the listing, enjoy specialties highlighted by their region of provenance, such as a bowl of tagliatelle twirled with crushed fava beans, fresh mint, and lots of finely grated Pecorino Romano as prepared in Marche. The house pizza is certified Verace Pizza Napoletana, while slow-cooked items like poached beef tongue with salsa verde are also praise-worthy.",Italian,"610 1st St., Napa 94558",37,CA,,,
Central Kitchen,0,"A chic and sleek crowd of hip Mission foodies gathers at this trendy restaurant, nestled in a complex beside sister shop/deli Salumeria, cocktail bar Trick Dog, and coffee shop Sightglass. Wend your way to the central courtyard, with a trickling fountain and large glass doors leading into the main space, where a large open kitchen faces the simple wood tables. Select inventive dishes �� la carte, or opt for a five- or six-course tasting menu. Along the way, you might taste seared tuna topped with earthy matsutake mushrooms and a silky avocado pur̩e, or hen roulade with confit radishes and puntarelle. Their delicious desserts-maybe white chocolate with kiwi and nasturtiums or strawberries and fennel with black-garlic ice cream-are compelling.",Californian,"3000 20th St., San Francisco 94110",62,CA,4.5,$$$,Californian
M. Y. China,0,"Need proof that Yan Can Cook? Just snag a table at the famed PBS chef's elegant restaurant. Housed under the dome of the Westfield San Francisco Centre shopping mall, M.Y. China is a dark, sultry space full of posh Chinese furniture, antiques, and dramatic lighting. Shopping-weary patrons fill the dining room; whereas chowhounds hit the exhibition counter to watch the staff masterfully hand-pull noodles and toss woks. The menu reads like an ode to regional Chinese cuisine, spanning chewy scissor-cut noodles with wild boar, fluffy bao stuffed with sweet and smoky barbecue pork, and, when it's in season, delectable pepper-dusted whole crab. Be sure to order strategically, as you'll want room for the flaky, buttery, creamy, and outright superb Macanese egg tarts.",Chinese,"845 Market St., San Francisco 94102",37,CA,,,
Back A Yard,0,"Though this Caribbean spot is located in the heart of downtown San Jose, dining here feels like a vacation thanks to cheerful murals, a lively soundtrack, and hospitable servers. Unlike its Menlo Park predecessor, which mainly does to-go orders, this location boasts a capacious brick dining room. Back A Yard is a Jamaican term meaning ""the way things are done back home,"" and the food doesn't disappoint on that count. Specialties include smoky, spicy, and tender jerk chicken, flavorful curry goat, and vinegar-marinated escovitch fish fillets, all accompanied by coconut rice and red beans, a side salad, and caramelized fried plantains. Cool off your palate with a glass of coconut water, then order a slice of dense, flan-like sweet potato pudding.",Caribbean,"80 N. Market St., San Jose 95113",18.5,CA,4.4,$$,Caribbean
Bravas,0,"This spot from Willi's Wine Bar legends Mark and Terri Stark is named for the classic Spanish potato dish. Given their longstanding expertise with small plates, a truly Spanish tapas spot is right in their wheelhouse. Located in a small, quaint cottage two blocks north of Healdsburg's central plaza, the orange-walled dining room draws lines for first-come first-serve seats at the metal bar. Psychedelic posters and a beaded curtain evoke the '70s. Bites are traditional yet flaunt California flair, perhaps beginning with a refreshing yet bold tuna belly salad with squid-ink vinaigrette, or a rich jam�_n Serrano and Manchego bocadillo. Spanish wines and sherries figure prominently, and soft-serve ice cream provides a fun end to the lively meal.",Spanish,"420 Center St., Healdsburg 95448",37,CA,,,
Saru,0,"Hilly, idyllic Noe Valley is the perfect setting for this little jewel of a sushi restaurant, whose L-shaped counter and handful of tables are always full. The menu is thoroughly Japanese, with a few quirky California touches-think grilled shishito peppers tossed with ribbons of crunchy daikon in a ponzu dressing. Be sure to start with the perfectly sized tasting spoons, two tiny helpings of rotating specials like tuna tartare with yuzu kosho or monkfish liver with grated radish and scallions. Though rolls are available, regulars opt for the excellent nigiri, which might include marinated wild sardines, soy-kissed madai, and creamy uni. If you'd like the chefs to choose, several omakase (including an all-salmon variation) are also on offer.",Japanese,"3856 24th St., San Francisco 94114",37,CA,,,
Kamdesh,0,"Cheerfully perched on a commercial corner in downtown Oakland, Kamdesh's sunny yellow fa̤ade is a welcome sight. Expect to find business folks at lunch, locals at dinner, and a take-out clientele all day long. Afghan kababs are all the rage here-perfectly seasoned, marinated, charbroiled, and absolutely mouthwatering. Try the lamb tikka kabab, moist and smoky with cumin, piled over fluffy pallow (brown basmati rice) infused with lamb jus and completed with a spicy cilantro chutney and salad. Other delicious options include tender mantoo stuffed with seasoned ground beef and onions, then drizzled with tangy yogurt sauce; or the flavorful charbroiled chicken wrap with yogurt, cucumber, tomato, mint, and red onion in a chewy, thick naan.",Afghan,"346 14th St., Oakland 94612",18.5,CA,,,
Mount Everest,0,"Lured by the wafting scents of spices just a few blocks south of UC Berkeley's campus, students, professors, and local corporate types flock to Mount Everest. The corner spot has plenty of light, cheery yellow walls, friendly service, and a relaxed atmosphere. Students appreciate the inexpensive thali at lunch, while overflow crowds settle on the balcony.The menu offers Indian cuisine, but specializes in traditional Nepali dishes like steamed momos filled with minced cabbage, carrot, and onion, with a deeply spiced dipping sauce of sesame, turmeric, and ginger. Channa masala boasts chickpeas seasoned with subtle Nepali spices; and the creamy tomato sauce in chicken tikka masala is infused with pungent aromatics. Both beg to be sopped up with naan and rice.",Nepali,"2598 Telegraph Ave., Berkeley 94704",18.5,CA,,,
Phnom Penh House,0,"Devotees in the know pray to the parking gods and push through Oakland's Chinatown crowds to get to one of the best Cambodian restaurants in the Bay Area. While the outside appears unassuming, the interior is a calm respite with colorful, native artwork and temple tiles. Expect a warm welcome from the family who runs this simple but pleasant place. The menu is full of flavorful, fragrant, and fresh dishes such as a vibrant salad of shredded green papaya, carrots, and delicious herbs tossed in a garlicky house-made vinaigrette. The spicy flavors of lemongrass permeate tofu cubes saut̩ed with onion, button mushrooms, and red bell pepper; and infuse the sach chhrouk ann kreun-charbroiled and glazed pork with crunchy, tangy pickled vegetables.",Cambodian,"251 8th St., Oakland 94067",18.5,CA,4.5,$$,Southeast
Magda Luna,0,"""Mexican food with a conscience"" is on the menu at this caf̩ in Burlingame, which prides itself on vegetable-heavy, oil-light dishes made with hormone-free, sustainably raised meats. Located on the busy main drag, the restaurant is full of vibrant color and authentic details like decorative murals of Dia de los Muertos-style skulls. Though healthy, the food here doesn't skimp on flavor. Start with a bowl of warm tortilla chips and a duo of salsas, then dive into a selection of tacos, burritos, and quesadillas. Entr̩es include enchiladas Michoacanas in a spicy-smoky guajillo chile sauce, which pair nicely with a fruity house-made agua fresca. A welcoming staff and a special menu for los ni̱os also make this a great choice for families.",Mexican,"1199 Broadway, Ste. 2, Burlingame 94010",18.5,CA,,,
Oren's Hummus Shop,0,"An authentic taste of the Holy Land in Silicon Valley, Oren's tiny space is as crowded as the Wailing Wall. At prime hours, expect to see diners spilling out onto the sidewalk and lining up for takeout at the back counter. The staff can seem overwhelmed at times, but it's an experience worth the wait, whether in Palo Alto or Mountain View. You'll understand the lines after your first bite of the incredible hummus, drizzled with olive oil, and the crisp falafel with its moist, well-seasoned interior. Tender, spice-rubbed chicken breast in a fluffy pita, topped with a refreshing Israeli salad of chopped cucumber, tomato, onion, and parsley, as well as a spoonful of green harissa, is a satisfying lunch. Wash it all down with a dark Israeli beer.",Israeli,"261 University Ave., Palo Alto 94301",18.5,CA,4.4,$$,Israeli
The Sea,0,"Wealthy venture capitalists come ashore in waves to blow their expense accounts at this seafood-centric sister to Alexander's Steakhouse, where the central Palo Alto location is prime, the wine list is strewn with expensive bottles, and the menu brims with top-dollar delicacies. The white-tablecloth vibe is appropriately corporate and formal, so be sure to don your best. The stratospherically priced selection ranges from Maine lobster to Hokkaido scallops to landlubber-friendly Australian Wagyu. But, for those seeking a closer shore, the Quinault River king salmon, served in a creamy, bacon-accented sauce over maitake mushrooms and haricots verts, is worthy. Don't skip dessert, either: the yuzu mousse with kumquats and avocado cream is quite simply fabulous.",Seafood,"4269 El Camino Real, Palo Alto 94306",112.5,CA,,,
Hakkasan,0,"An eclectic crowd of business people, cocktailing hipsters, and fashionable Chinese tourists descend on the SF outpost of this upscale international chain. Housed on the second floor of the historic One Kearny building, the dining room's luxe design features carved wood screens, embroidered white leather, and a striking, V-shaped bar-it's a scene worth dressing up for. Sample Hakkasan's mouthwatering Cantonese eats, however, and you'll see that its appeal transcends the d̩cor. The menu's extensive array of artfully plated treats includes hits like braised chicken dressed with soy sauce, toasted sesame oil, ginger, and scallions. The French green beans, stir-fried with minced pork, dried shrimp, and an umami-packed brown sauce, are just as magical.",Chinese,"1 Kearny St., San Francisco 94108",112.5,CA,4.3,$$$,Chinese
Goose &amp; Gander,0,"This Napa Valley gastropub has gotten an infusion of life with the arrival of Meadowood alum, Howard Ko, who's upped the ambition level without sacrificing the fun. The much-praised burger remains a juicy knockout (complete with duck-fat fries!), but other dishes like grilled asparagus with a brandade fritter, poached egg, and smoked trout roe are worthy of equal attention. Housed in a cottage-like structure just off the St. Helena highway, the Goose has a dark, gentleman's club-like feel with leather chairs, tufted banquettes, and an intimate downstairs bar that serves the full menu. Drinks are a big deal here (the booze list is referred to as a ""bible""), so be sure to peruse the wide selection of cocktails-or sip a local vintage.",American,"1245 Spring St., St. Helena 94574",37,CA,,,
Backyard,0,"Centered in the sleepy main drag of serene Forestville, this hyper-local restaurant from a husband-and-wife team aims to make the most of Sonoma's seasonal and sustainable foods. Even some of the serving dishes are made from salvaged hazelnut and redwood. With credits for purveyors taking up more than half its length, the menu prominently features house-made pasta, sausage, and salumi. Begin with starters like deliciously creamy chicken liver mousse with sourdough points. The butter-yellow walls of the open dining room display old window frames and hanging succulents. The red-brick courtyard offers seating under a giant oak and live music on weekends. Family-style fried chicken Thursdays are popular, as is the succinct list of local wines.",Californian,"6566 Front St., Forestville 95436",37,CA,4.1,$$,Californian
Caf̩ Lucia,0,"Tucked just outside of Healdsburg's main plaza, this sibling to LaSalette shares its emphasis on authentic Portuguese ingredients, like seafood, stewed meats, tomatoes, garlic, and olive oil. Day boat scallops seared with a thin crust of chouri̤o sausage set over mashed Japanese sweet potatoes, and tender wood-oven roasted sea bass are among the delicious options. A serene, plant-lined interior courtyard leads to an airy dining room with a dark red horseshoe bar and prints of the owners' hometown, Ṣo Jorge, in the Azores. Settle into one of the espresso leather banquettes and be rewarded with cumin- and cinnamon-tinged dinner rolls, just like the chef's mother used to make-perfect for savoring over generous flights of Portuguese or Sonoma wine.",Portuguese,"235 Healdsburg Ave., Ste. 105, Healdsburg 95448",37,CA,,,
Campo Fina,0,"Just as card games inspire Scopa, this sister restaurant features a highly coveted patio for backyard bocce during the sunny months (expect a wait). The long, narrow dining room combines brick walls, Edison bulbs, and a wood-burning pizza oven, then gives way to the patio's arched twig roof for a lovely balance of sun and shade. An antipasto like roasted and chilled spicy-sweet cherry peppers stuffed with tuna salad or burrata with grilled bread are great for savoring with a Negroni or black-walnut Manhattan. Sandwiches like il nonno with house-made soppressata, rapini, fried egg, salsa verde, and Calabrian chilies make for a hearty lunch. At dinner, the Neapolitan pies take center stage, while a rich shakerato iced coffee is perfect anytime.",Italian,"330 Healdsburg Ave., Healdsburg 95448",18.5,CA,4.5,$$,Italian
Glen Ellen Star,0,"The country charm of this quaint cottage belies the level of culinary chops that will impress even a hardened city slicker. With knotty pine tables, well-worn plank floors, and a wood-burning oven, the space is delightful. A perch at the chef's counter affords a great view of the selections. Seasonal dishes can include large and plump wood-roasted asparagus with thin shards of lavash crackers and shaved radish over a tangy hen egg emulsion; or chicken cooked under a brick with creamy coconut curry and sticky rice. The daily pizzas like the tomato-cream pie with Turkish chilies are also a must. Save room for the excellent, freshly churned, house-made ice cream in flavors like vanilla maple Bourbon, salted peanut butter, and peach verbena.",Californian,"13648 Arnold Dr., Glen Ellen 95442",37,CA,4.4,$$$,American
Rich Table,0,"Its rustic-chic d̩cor, highlighting reclaimed and raw wood, gives Rich Table a farmhouse feel, and the crowds that pack it are equally shabby-sleek. Reserve early or expect a long wait, as there's serious competition for seats that quickly fill with young professionals in designer casualwear. The contemporary American food from Chef/owners Evan and Sarah Rich is highly engaging with menu mainstays like crispy sardine chips and porcini-salted doughnuts set alongside a warm raclette dip. Snap peas are arranged beside grapefruit segments, pecans, and nasturtium blossoms; while seasonal mains include a tangy strawberry gazpacho topped with crunchy chicken skin and burrata. Also irresistable is a smoky pork chop posed atop wheat berries and pork-garum jus.",Contemporary,"199 Gough St., San Francisco 94102",37,CA,4.6,$$$,Restaurant
Coqueta,0,"Local diners have a full-blown infatuation with Michael Chiarello's city-side spot, though its name is Spanish for ""flirt."" The handsome dining room is a rustic-chic and masculine display of cowhides, distressed wood, and stone, with huge windows overlooking the Embarcadero. All this makes the crowded Pier 5 restaurant a highly coveted reservation. The Spanish fare has some California lightness (order extra). Begin with oblong, crunchy fried and chicharr�_n-encrusted chicken croquetas filled with English pea mousse. Toasted sandwiches of smoked salmon with queso fresco and truffle honey are tasty little bites. Desserts are a slam dunk with a touch of sweet-don't miss the lush Manchego cheesecake dipped in caramel-white chocolate with caramel corn.",Spanish,"Pier 5, San Francisco 94111",37,CA,4.3,$$$,Spanish
1601 Bar &amp; Kitchen,0,"The flavors of India and Asia infuse the creative dishes at this quiet winner, which blends Eastern and Western ingredients to arrive at its very own delicious concoctions. A decidedly untraditional lamprais might stuff a classically French bacon-wrapped rabbit loin, toasted buckwheat, and eggplant curry into a banana leaf. Meanwhile, the halibut ""ceviche"" is more like a flavored sashimi, with hints of coconut milk and rings of serrano chilies. The sleek, contemporary space with its wraparound windows, lovely art, and slate walls, is a perfect showcase for the food. Dine solo at the bar with a bittersweet Dubonnet sangria, or come with a group to share dishes and bottles of wine at the communal table-the polished staff makes either experience enjoyable.",Sri Lankan,"1601 Howard St., San Francisco 94103",37,CA,,,
Miss Ollie's,0,"Raised in Barbados, Chef/owner Sarah Kirnon brings a taste of the Caribbean to her novel home in Old Oakland. Named after her grandmother, Miss Ollie's features an utilitarian-chic space, enlivened by corner windows, cheerful paintings, and deep orange bottles of house-made habanero sauce. Watch out-it rings with spice and packs a punch. Callaloo, ackee, chow chow, and giromon may not be words in the average foodie's vernacular, but Chef Kirnon presents them here, as part of a pleasing roster of dishes like phulourie-crisp garam masala-tinged split-pea fritters served with shado beni or tamarind chutney-washed down with sorrel, a sweet hibiscus punch. But, it's that familiar, moist, crispy fried chicken that takes the crown, so grab it if available.",Caribbean,"901 Washington St., Oakland 94607",37,CA,4.7,$$,Caribbean
Sir and Star,0,"The dynamic duo of Chef/owners Daniel DeLong and Margaret Grad̩ have been missed in Marin's culinary scene since their previous restaurant, Manka's Inverness Lodge, was destroyed in a fire. Now, they're cooking again in this quaint yet quirky dining room, this time situated in the historic Olema Inn. It's a roadhouse, but a very quiet one-so don't bring your rowdy pals. Simplicity and hyper-local fare are the focus here with dishes like Tomales Bay oyster shooters with wee ribbons of kohlrabi; spring onion soup with goug̬res; or luscious pork tenderloin with Bolinas beets and artichokes. A medieval fireplace (in winter) or tree-shaded patio (in summer) provides a romantic setting to unplug and relax over a wine list dominated by Marin grapes.",American,"10000 Sir Francis Drake Blvd., Olema 94950",37,CA,4.2,$$$,Californian
Nick's Next Door,0,"Though it originally opened as the sibling to Chef Difu's Nick's on Main, Nick's Next Door is now his sole restaurant-even more confusing given that it's actually across the street from his original spot. One fact is evident, though: the crowd here has ritzy tastes, often flocking in from the high-end cigar shop next door and Bentley dealership down the street. Upscale American bistro cuisine is the focus with dishes like seared pepper-crusted ahi tuna, a veal rib chop with creamy Tuscan white beans, and meatloaf with potatoes and wild mushroom gravy. Whether you dine in the cozy yet elegant dining room with its black-and-gray motif or on the beautiful patio at the foot of a towering redwood, you'll receive a warm welcome, often from Nick himself.",American,"11 College Ave., Los Gatos 95030",37,CA,4.7,$$$,Bistro
Ramen Shop,0,"The ramen is non-traditional and the staff non-Japanese at this hip Oakland noodle joint, but that doesn't keep an onslaught of young locals from flooding in for a California-style take on Japan's iconic dish. Chewy, springy noodles and fresh vegetables like maitake mushrooms and tomato confit fill each bowl, with a choice of rich, savory pork or veggie Meyer lemon broths. With only three rotating ramens on the menu, appetizers actually make up most of the offering, and boy, they're killer-a shaved summer squash salad with creamy avocado and fried squash blossoms is to die for. The fun hipster vibe and delicious cocktails at the bar ensure this no-reservations spot fills up fast, so be sure to arrive early-or steel yourself for an inevitable wait.",Japanese,"5812 College Ave., Oakland 94618",37,CA,4.2,$$,Ramen
Tribune Tavern,0,"The team behind foodie-mobbed Chop Bar resurrected an Oakland landmark for their latest project: the former newsroom of the iconic Tribune building. And baby boy is quite the looker, featuring luxe leather sofas, wine barrels, and stained glass casting an elegant light onto the horseshoe-shaped bar. Corporate types pack the bar for hearty, English-inspired items like a whole rabbit cooked down and presented as a jar of spreadable delight; Shepherd's pie bubbling with ground meat and topped with parmesan-potato mash; and a strawberry trifle sundae. Happy hour brings bites such as house pickled vegetables, smoked pork belly-stuffed dates, or the Tavern burger. Cocktails are stellar, while teetotalers are kept happy with house-made sodas.",Gastropub,"401 13th St., Oakland 94607",37,CA,4.1,$$$,Gastropub
The Pear,0,"The Pear is the brainchild of celebrated chef, Rodney Worth. He continues his love affair with Southern food at this Napa outpost, rife with stunning views of the promenade and river, a pristine exposed kitchen, and large dark wood tables. Speaking of amour, the Blues play in the background, further enhancing this sense of romance-look for the trumpet, violin, and saxophone, all hanging on pistachio-hued walls. Generous portions of great food including a creamy crab dip crusted with parmesan and studded with baby artichokes plays into the Southern bent. Gumbo ya-ya is an intensely flavorful stock bobbing with chicken and seasoned with andouille, tomato, and garlic. Bourbon-glazed baby back ribs with crushed peanuts evoke Louisiana in all its glory.",Southern,"720 Main St., Napa 95559",37,CA,3.9,$$,Southern
Chalkboard,0,"The space that long housed Cyrus now presents Chalkboard-enter Hotel Les Mars, pass by a gracious hostess, and head straight to this contemporary bistro adorned with vaulted ceilings, hardwood floors, casual banquettes, and very snug tables. The open kitchen may be ubiquitous but fits in beautifully with California's sensibility. This small plates venue underlines an organic, seasonal menu capped off by local ingredients. The result is an excellent marriage of technique and flair as seen in hamachi crudo accented with fruity olive oil, sea salt, and ruby red grapefruit; or well-executed strozzapretti twirled with spicy sausage and leafy broccolini. A warm vanilla bean cake crested with Cointreau-and-cr̬me frąche sherbet makes for a perky finish.",Contemporary,"29 North St., Healdsburg 95448",37,CA,4.5,$$$,American
Spinster Sisters,0,"This terra cotta-tinged bungalow is housed on a residential block off the city center, and flaunts a very hip and modern vibe as evidenced in concrete walls and a large circular wood counter. The urban respite also reeks of good taste-not only in design but also in their delicious range of food crafted from local Californian produce. Open from breakfast to dinner, Sonoma County crowds come swarming in for Spinster Sisters' enticing cocktails impeccably paired with updated but serious American cuisine. A substantial wilted kale salad tosses creamy goat cheese, smoky bacon, pickled onion, and moist slices of chicken. The well-priced wine selection is as luring as a flaky quiche with gooey fontina, spicy sausage, and lemon vinaigrette.",American,"401 S. A St., Santa Rosa 95401",37,CA,,,
